date,location,latitude,longitude,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,precipitation_hours,windspeed_10m_max,et0_fao_evapotranspiration,river_discharge
2013-05-19,Brisbane,-27.5,153.0,19.5,9.8,14.0,0.0,0.0,15.9,3.29,47.98
2013-05-20,Brisbane,-27.5,153.0,20.4,8.2,13.9,0.0,0.0,10.1,2.84,45.45
2013-05-21,Brisbane,-27.5,153.0,20.1,9.1,14.2,0.0,0.0,7.9,2.11,43.98
2013-05-22,Brisbane,-27.5,153.0,16.3,12.1,13.7,5.0,10.0,7.7,0.87,48.43
2013-05-23,Brisbane,-27.5,153.0,20.8,11.9,15.8,1.2,1.0,15.9,2.78,50.17
2013-05-24,Brisbane,-27.5,153.0,19.2,11.5,15.1,2.3,4.0,23.2,2.49,50.29
2013-05-25,Brisbane,-27.5,153.0,21.4,13.8,16.6,0.0,0.0,21.5,3.01,49.93
2013-05-26,Brisbane,-27.5,153.0,21.6,12.0,16.2,0.0,0.0,12.7,2.72,48.09
2013-05-27,Brisbane,-27.5,153.0,22.2,11.7,16.6,0.0,0.0,13.2,2.55,46.1
2013-05-28,Brisbane,-27.5,153.0,20.2,13.9,16.7,1.4,7.0,16.5,1.68,45.45
2013-05-29,Brisbane,-27.5,153.0,20.2,15.2,17.3,0.5,3.0,17.0,2.06,45.24
2013-05-30,Brisbane,-27.5,153.0,21.0,13.6,17.0,3.0,12.0,14.5,1.81,47.98
2013-05-31,Brisbane,-27.5,153.0,20.7,13.9,17.1,2.0,9.0,13.7,1.69,48.66
2013-06-01,Brisbane,-27.5,153.0,21.6,14.2,17.7,0.0,0.0,9.7,1.67,46.86
2013-06-02,Brisbane,-27.5,153.0,23.9,14.6,18.1,0.5,2.0,18.3,2.27,45.03
2013-06-03,Brisbane,-27.5,153.0,20.2,12.7,15.9,0.0,0.0,14.6,2.72,43.67
2013-06-04,Brisbane,-27.5,153.0,21.2,9.2,14.9,0.0,0.0,11.1,2.5,42.55
2013-06-05,Brisbane,-27.5,153.0,19.7,11.9,15.8,0.2,1.0,11.2,1.3,41.76
2013-06-06,Brisbane,-27.5,153.0,21.4,14.2,17.7,0.0,0.0,6.6,1.62,41.17
2013-06-07,Brisbane,-27.5,153.0,22.3,13.1,17.7,0.0,0.0,7.5,1.9,40.78
2013-06-08,Brisbane,-27.5,153.0,21.2,12.5,17.0,0.0,0.0,13.6,1.59,40.98
2013-06-09,Brisbane,-27.5,153.0,19.4,16.4,17.8,1.2,7.0,16.9,1.31,43.16
2013-06-10,Brisbane,-27.5,153.0,18.7,16.4,17.3,31.5,20.0,10.2,0.66,115.14
2013-06-11,Brisbane,-27.5,153.0,20.9,15.9,17.8,13.9,10.0,7.6,1.24,120.34
2013-06-12,Brisbane,-27.5,153.0,20.5,16.1,18.1,21.2,19.0,13.8,1.14,175.6
2013-06-13,Brisbane,-27.5,153.0,22.7,16.4,18.8,6.4,4.0,9.8,1.58,176.42
2013-06-14,Brisbane,-27.5,153.0,19.7,12.4,15.6,0.0,0.0,15.8,2.81,142.22
2013-06-15,Brisbane,-27.5,153.0,18.1,11.0,13.9,0.0,0.0,24.7,2.54,119.5
2013-06-16,Brisbane,-27.5,153.0,19.1,9.5,13.9,0.0,0.0,12.9,2.19,99.23
2013-06-17,Brisbane,-27.5,153.0,18.2,8.5,12.8,0.0,0.0,14.7,2.75,82.75
2013-06-18,Brisbane,-27.5,153.0,18.2,7.8,12.3,0.0,0.0,15.0,2.71,70.45
2013-06-19,Brisbane,-27.5,153.0,17.2,7.5,12.0,0.0,0.0,14.3,2.53,61.81
2013-06-20,Brisbane,-27.5,153.0,17.7,10.6,13.9,0.0,0.0,10.5,1.81,61.66
2013-06-21,Brisbane,-27.5,153.0,13.7,11.2,12.6,11.5,16.0,7.4,0.42,65.99
2013-06-22,Brisbane,-27.5,153.0,18.0,7.7,12.5,0.0,0.0,7.9,1.9,64.92
2013-06-23,Brisbane,-27.5,153.0,18.5,9.2,13.6,0.0,0.0,10.3,1.94,61.52
2013-06-24,Brisbane,-27.5,153.0,19.1,10.5,14.2,0.0,0.0,11.7,2.32,57.75
2013-06-25,Brisbane,-27.5,153.0,17.2,6.9,11.7,0.0,0.0,15.6,2.6,53.33
2013-06-26,Brisbane,-27.5,153.0,18.3,7.3,12.4,0.0,0.0,13.6,2.35,49.47
2013-06-27,Brisbane,-27.5,153.0,19.3,11.5,14.9,10.4,12.0,8.9,1.29,66.61
2013-06-28,Brisbane,-27.5,153.0,18.5,13.4,15.4,4.5,8.0,10.5,1.42,72.79
2013-06-29,Brisbane,-27.5,153.0,18.8,12.7,15.2,3.9,11.0,9.5,1.22,71.11
2013-06-30,Brisbane,-27.5,153.0,15.3,12.5,13.6,9.4,20.0,15.6,0.65,99.69
2013-07-01,Brisbane,-27.5,153.0,15.1,12.0,13.6,22.0,24.0,22.1,0.51,145.89
2013-07-02,Brisbane,-27.5,153.0,19.9,14.5,16.6,10.7,8.0,25.1,1.65,132.05
2013-07-03,Brisbane,-27.5,153.0,21.4,14.1,17.2,0.0,0.0,16.4,1.97,110.69
2013-07-04,Brisbane,-27.5,153.0,20.8,13.7,17.1,0.1,1.0,8.1,1.56,95.83
2013-07-05,Brisbane,-27.5,153.0,23.0,13.1,17.6,0.0,0.0,10.2,1.86,81.41
2013-07-06,Brisbane,-27.5,153.0,22.8,9.7,16.2,0.0,0.0,7.7,2.27,69.47
2013-07-07,Brisbane,-27.5,153.0,20.8,12.5,15.9,0.0,0.0,10.0,2.13,60.94
2013-07-08,Brisbane,-27.5,153.0,19.2,10.5,14.5,0.0,0.0,10.6,2.22,54.85
2013-07-09,Brisbane,-27.5,153.0,18.6,10.7,14.4,0.0,0.0,18.6,2.3,50.52
2013-07-10,Brisbane,-27.5,153.0,17.8,12.1,14.5,4.0,11.0,12.3,1.19,50.64
2013-07-11,Brisbane,-27.5,153.0,18.4,12.4,15.0,0.0,0.0,13.8,1.79,48.77
2013-07-12,Brisbane,-27.5,153.0,18.6,11.9,14.9,0.4,2.0,10.5,1.76,46.64
2013-07-13,Brisbane,-27.5,153.0,19.0,9.4,14.3,0.0,0.0,9.3,1.82,45.13
2013-07-14,Brisbane,-27.5,153.0,18.1,10.5,14.4,0.9,4.0,8.1,1.46,44.29
2013-07-15,Brisbane,-27.5,153.0,19.1,11.1,15.3,1.4,4.0,6.9,1.64,44.19
2013-07-16,Brisbane,-27.5,153.0,20.4,13.6,16.7,0.6,3.0,10.6,2.02,43.77
2013-07-17,Brisbane,-27.5,153.0,20.4,12.1,16.4,0.2,1.0,10.7,1.99,43.06
2013-07-18,Brisbane,-27.5,153.0,21.1,13.7,16.8,0.1,1.0,13.4,1.93,42.45
2013-07-19,Brisbane,-27.5,153.0,20.9,13.5,17.1,0.2,1.0,11.2,1.72,42.25
2013-07-20,Brisbane,-27.5,153.0,21.3,15.8,17.9,1.4,5.0,14.6,1.44,42.95
2013-07-21,Brisbane,-27.5,153.0,20.6,12.7,16.3,0.0,0.0,8.9,2.31,43.98
2013-07-22,Brisbane,-27.5,153.0,18.6,11.8,14.9,1.5,6.0,7.9,1.42,46.21
2013-07-23,Brisbane,-27.5,153.0,18.5,11.2,14.3,1.2,4.0,16.2,3.1,46.75
2013-07-24,Brisbane,-27.5,153.0,19.0,8.0,13.3,0.0,0.0,14.1,2.79,45.67
2013-07-25,Brisbane,-27.5,153.0,19.6,11.2,15.0,0.0,0.0,16.9,2.27,44.39
2013-07-26,Brisbane,-27.5,153.0,19.7,11.8,15.4,0.0,0.0,8.0,1.84,43.16
2013-07-27,Brisbane,-27.5,153.0,20.2,9.2,14.8,0.0,0.0,13.6,2.35,42.15
2013-07-28,Brisbane,-27.5,153.0,19.5,13.1,16.2,0.1,1.0,15.5,1.88,41.56
2013-07-29,Brisbane,-27.5,153.0,19.8,13.1,16.2,0.0,0.0,8.7,1.72,41.17
2013-07-30,Brisbane,-27.5,153.0,19.9,11.8,15.3,1.3,5.0,7.9,1.87,41.56
2013-07-31,Brisbane,-27.5,153.0,19.6,9.8,14.6,0.0,0.0,15.5,2.1,42.05
2013-08-01,Brisbane,-27.5,153.0,20.2,12.2,15.8,0.0,0.0,13.2,2.04,41.76
2013-08-02,Brisbane,-27.5,153.0,21.4,10.2,15.7,0.0,0.0,10.8,2.36,41.27
2013-08-03,Brisbane,-27.5,153.0,21.6,10.5,15.8,0.0,0.0,13.1,3.39,40.69
2013-08-04,Brisbane,-27.5,153.0,21.2,7.6,14.3,0.0,0.0,12.7,3.18,40.11
2013-08-05,Brisbane,-27.5,153.0,21.2,7.6,14.3,0.0,0.0,8.3,2.81,39.74
2013-08-06,Brisbane,-27.5,153.0,22.6,7.7,14.9,0.0,0.0,10.4,2.93,39.36
2013-08-07,Brisbane,-27.5,153.0,23.8,8.5,15.7,0.0,0.0,8.1,2.95,38.99
2013-08-08,Brisbane,-27.5,153.0,21.7,10.7,15.0,0.0,0.0,22.7,4.26,38.63
2013-08-09,Brisbane,-27.5,153.0,21.3,9.0,14.4,0.0,0.0,18.1,3.36,38.26
2013-08-10,Brisbane,-27.5,153.0,23.5,8.4,15.3,0.0,0.0,9.2,3.15,37.99
2013-08-11,Brisbane,-27.5,153.0,24.2,8.9,16.2,0.0,0.0,10.9,3.08,37.73
2013-08-12,Brisbane,-27.5,153.0,26.5,10.4,17.9,0.0,0.0,14.1,3.77,37.46
2013-08-13,Brisbane,-27.5,153.0,26.0,14.5,18.8,0.0,0.0,15.5,3.64,37.28
2013-08-14,Brisbane,-27.5,153.0,23.4,13.3,18.6,0.2,2.0,12.8,2.28,37.02
2013-08-15,Brisbane,-27.5,153.0,23.4,13.6,18.1,0.0,0.0,17.3,4.08,36.93
2013-08-16,Brisbane,-27.5,153.0,20.0,9.9,14.9,0.0,0.0,13.2,2.97,36.93
2013-08-17,Brisbane,-27.5,153.0,23.6,11.7,17.4,0.0,0.0,13.3,3.16,36.76
2013-08-18,Brisbane,-27.5,153.0,24.4,12.2,17.9,0.0,0.0,12.8,3.27,36.67
2013-08-19,Brisbane,-27.5,153.0,25.3,12.7,17.9,0.0,0.0,13.0,3.69,36.58
2013-08-20,Brisbane,-27.5,153.0,20.2,11.2,15.0,0.0,0.0,20.3,4.55,36.41
2013-08-21,Brisbane,-27.5,153.0,19.3,7.4,12.9,0.0,0.0,14.7,3.96,36.15
2013-08-22,Brisbane,-27.5,153.0,20.5,6.7,13.3,0.0,0.0,11.5,3.63,35.98
2013-08-23,Brisbane,-27.5,153.0,22.1,6.3,14.1,0.0,0.0,17.7,4.06,35.73
2013-08-24,Brisbane,-27.5,153.0,22.4,9.6,15.7,0.0,0.0,14.5,3.86,35.56
2013-08-25,Brisbane,-27.5,153.0,21.8,10.0,16.1,0.0,0.0,10.6,2.52,35.48
2013-08-26,Brisbane,-27.5,153.0,23.6,11.0,17.3,0.0,0.0,13.0,3.08,35.39
2013-08-27,Brisbane,-27.5,153.0,24.8,11.2,17.9,0.0,0.0,14.5,3.45,35.39
2013-08-28,Brisbane,-27.5,153.0,26.9,12.2,18.8,0.0,0.0,12.7,3.78,35.31
2013-08-29,Brisbane,-27.5,153.0,23.2,12.9,18.0,0.0,0.0,11.6,3.25,35.22
2013-08-30,Brisbane,-27.5,153.0,24.8,12.5,18.7,0.0,0.0,15.1,3.51,34.97
2013-08-31,Brisbane,-27.5,153.0,27.3,13.6,19.8,0.0,0.0,11.9,3.61,34.81
2013-09-01,Brisbane,-27.5,153.0,25.1,14.8,19.5,0.0,0.0,14.5,3.67,34.65
2013-09-02,Brisbane,-27.5,153.0,23.1,13.8,18.1,0.0,0.0,17.9,3.46,34.48
2013-09-03,Brisbane,-27.5,153.0,21.3,14.9,17.7,0.0,0.0,20.8,3.14,34.32
2013-09-04,Brisbane,-27.5,153.0,21.5,14.7,17.6,0.0,0.0,18.7,3.66,34.16
2013-09-05,Brisbane,-27.5,153.0,22.6,12.8,17.6,0.0,0.0,12.1,3.73,34.08
2013-09-06,Brisbane,-27.5,153.0,23.6,10.2,16.8,0.0,0.0,12.8,3.83,33.91
2013-09-07,Brisbane,-27.5,153.0,25.6,11.6,18.1,0.0,0.0,14.3,4.09,33.75
2013-09-08,Brisbane,-27.5,153.0,26.6,13.3,19.0,0.0,0.0,14.8,4.15,33.51
2013-09-09,Brisbane,-27.5,153.0,24.4,13.8,18.7,0.0,0.0,14.8,4.13,33.28
2013-09-10,Brisbane,-27.5,153.0,25.6,15.4,19.6,0.0,0.0,13.2,3.2,33.04
2013-09-11,Brisbane,-27.5,153.0,31.6,14.0,22.2,0.0,0.0,12.8,4.42,32.81
2013-09-12,Brisbane,-27.5,153.0,29.5,14.2,20.7,0.0,0.0,16.1,4.3,32.5
2013-09-13,Brisbane,-27.5,153.0,24.6,16.7,19.8,0.0,0.0,18.0,3.63,32.19
2013-09-14,Brisbane,-27.5,153.0,29.2,18.1,22.1,0.0,0.0,20.1,3.63,31.96
2013-09-15,Brisbane,-27.5,153.0,26.6,13.5,19.7,0.0,0.0,18.0,4.32,32.04
2013-09-16,Brisbane,-27.5,153.0,19.9,17.0,18.7,11.2,13.0,18.7,1.34,80.47
2013-09-17,Brisbane,-27.5,153.0,25.8,17.4,20.6,17.4,14.0,17.1,3.17,97.4
2013-09-18,Brisbane,-27.5,153.0,27.4,13.7,19.9,0.0,0.0,15.0,4.76,81.79
2013-09-19,Brisbane,-27.5,153.0,30.9,13.1,21.9,0.0,0.0,14.0,4.99,70.12
2013-09-20,Brisbane,-27.5,153.0,26.0,14.9,20.1,0.0,0.0,17.1,5.54,60.09
2013-09-21,Brisbane,-27.5,153.0,23.3,11.8,17.9,0.0,0.0,15.4,4.6,51.84
2013-09-22,Brisbane,-27.5,153.0,24.4,12.9,18.5,0.0,0.0,16.8,3.91,45.67
2013-09-23,Brisbane,-27.5,153.0,26.3,14.1,19.8,0.0,0.0,13.2,4.37,41.36
2013-09-24,Brisbane,-27.5,153.0,31.5,14.5,22.5,0.0,0.0,16.8,5.38,38.36
2013-09-25,Brisbane,-27.5,153.0,31.4,18.1,23.4,0.0,0.0,17.3,5.48,36.07
2013-09-26,Brisbane,-27.5,153.0,31.1,17.6,23.3,0.0,0.0,15.1,4.62,34.48
2013-09-27,Brisbane,-27.5,153.0,26.1,17.9,21.3,0.0,0.0,20.6,4.99,33.36
2013-09-28,Brisbane,-27.5,153.0,25.8,17.4,20.7,0.1,1.0,12.6,2.18,32.73
2013-09-29,Brisbane,-27.5,153.0,27.7,16.4,21.3,0.6,1.0,20.9,4.65,32.42
2013-09-30,Brisbane,-27.5,153.0,25.3,16.6,20.8,0.0,0.0,14.8,3.25,32.34
2013-10-01,Brisbane,-27.5,153.0,30.4,18.0,23.3,0.0,0.0,19.0,5.39,32.11
2013-10-02,Brisbane,-27.5,153.0,28.5,19.0,22.8,1.0,3.0,14.8,5.03,31.89
2013-10-03,Brisbane,-27.5,153.0,30.5,17.8,23.2,0.0,0.0,23.3,6.19,31.51
2013-10-04,Brisbane,-27.5,153.0,23.5,13.4,18.2,0.0,0.0,14.7,5.54,31.21
2013-10-05,Brisbane,-27.5,153.0,26.9,13.1,19.3,0.0,0.0,13.5,4.99,30.92
2013-10-06,Brisbane,-27.5,153.0,32.5,13.5,22.7,0.0,0.0,13.4,5.6,30.7
2013-10-07,Brisbane,-27.5,153.0,35.4,16.7,24.5,0.0,0.0,24.5,6.1,30.41
2013-10-08,Brisbane,-27.5,153.0,28.1,17.5,21.2,0.8,3.0,19.7,4.67,30.19
2013-10-09,Brisbane,-27.5,153.0,24.8,14.8,19.6,0.0,0.0,13.8,4.85,29.9
2013-10-10,Brisbane,-27.5,153.0,30.5,14.6,21.7,0.0,0.0,18.2,6.03,29.48
2013-10-11,Brisbane,-27.5,153.0,35.2,17.6,24.5,0.0,0.0,18.8,6.54,29.2
2013-10-12,Brisbane,-27.5,153.0,26.1,19.8,22.2,0.5,3.0,17.3,3.52,28.99
2013-10-13,Brisbane,-27.5,153.0,32.2,18.1,24.2,0.0,0.0,17.7,6.27,28.79
2013-10-14,Brisbane,-27.5,153.0,27.8,17.7,23.0,0.0,0.0,26.7,7.02,28.58
2013-10-15,Brisbane,-27.5,153.0,24.6,15.7,19.9,0.0,0.0,17.1,4.21,28.38
2013-10-16,Brisbane,-27.5,153.0,24.9,16.3,20.6,0.0,0.0,20.1,4.16,28.24
2013-10-17,Brisbane,-27.5,153.0,28.3,16.7,21.7,0.0,0.0,23.1,5.99,31.89
2013-10-18,Brisbane,-27.5,153.0,22.8,16.6,18.9,14.0,18.0,15.8,2.58,43.87
2013-10-19,Brisbane,-27.5,153.0,25.1,15.2,19.8,0.0,0.0,16.1,4.31,45.24
2013-10-20,Brisbane,-27.5,153.0,24.2,16.3,20.4,2.0,8.0,13.9,3.67,42.15
2013-10-21,Brisbane,-27.5,153.0,25.7,17.4,21.4,0.0,0.0,16.1,3.87,39.93
2013-10-22,Brisbane,-27.5,153.0,27.0,17.8,21.5,0.0,0.0,17.3,5.18,37.28
2013-10-23,Brisbane,-27.5,153.0,30.1,18.8,23.2,0.0,0.0,18.4,5.54,34.65
2013-10-24,Brisbane,-27.5,153.0,30.6,19.3,24.2,0.2,1.0,10.7,4.73,32.5
2013-10-25,Brisbane,-27.5,153.0,23.6,18.2,20.7,0.0,0.0,19.3,3.66,31.06
2013-10-26,Brisbane,-27.5,153.0,28.5,17.5,22.0,0.0,0.0,12.1,5.0,32.11
2013-10-27,Brisbane,-27.5,153.0,23.0,17.7,20.0,3.9,10.0,15.1,3.27,32.27
2013-10-28,Brisbane,-27.5,153.0,25.0,18.0,21.1,0.4,3.0,18.8,4.34,31.14
2013-10-29,Brisbane,-27.5,153.0,31.0,18.0,22.9,13.4,9.0,17.8,5.41,48.32
2013-10-30,Brisbane,-27.5,153.0,24.2,17.7,20.5,1.0,5.0,22.4,3.89,52.7
2013-10-31,Brisbane,-27.5,153.0,23.2,17.3,20.0,0.4,3.0,15.5,3.73,46.32
2013-11-01,Brisbane,-27.5,153.0,24.6,16.3,20.2,0.0,0.0,13.9,5.31,41.76
2013-11-02,Brisbane,-27.5,153.0,26.8,15.4,20.8,0.0,0.0,15.6,5.28,38.36
2013-11-03,Brisbane,-27.5,153.0,31.6,16.3,23.2,0.0,0.0,17.6,5.89,35.39
2013-11-04,Brisbane,-27.5,153.0,24.6,18.7,21.3,0.0,0.0,23.6,4.57,33.04
2013-11-05,Brisbane,-27.5,153.0,23.6,17.1,19.8,0.0,0.0,17.7,4.48,31.28
2013-11-06,Brisbane,-27.5,153.0,24.5,16.0,19.8,0.0,0.0,14.8,4.63,29.97
2013-11-07,Brisbane,-27.5,153.0,27.2,15.7,20.9,0.0,0.0,16.3,5.87,29.13
2013-11-08,Brisbane,-27.5,153.0,29.0,16.2,21.7,0.0,0.0,19.1,6.11,28.44
2013-11-09,Brisbane,-27.5,153.0,30.8,16.6,22.9,0.0,0.0,20.0,6.28,27.71
2013-11-10,Brisbane,-27.5,153.0,31.0,18.6,23.8,1.6,5.0,19.2,5.66,27.44
2013-11-11,Brisbane,-27.5,153.0,28.4,19.1,23.0,3.0,8.0,20.6,4.48,30.33
2013-11-12,Brisbane,-27.5,153.0,27.1,19.7,23.1,1.3,6.0,22.0,4.56,33.59
2013-11-13,Brisbane,-27.5,153.0,27.4,20.2,23.4,3.6,6.0,17.6,4.47,49.82
2013-11-14,Brisbane,-27.5,153.0,27.5,19.5,22.5,26.5,20.0,15.8,3.95,98.77
2013-11-15,Brisbane,-27.5,153.0,29.4,18.0,22.6,5.7,6.0,15.5,4.91,100.16
2013-11-16,Brisbane,-27.5,153.0,24.7,17.2,21.2,14.8,11.0,16.5,3.72,101.8
2013-11-17,Brisbane,-27.5,153.0,25.1,17.0,20.3,13.0,8.0,13.5,3.33,129.62
2013-11-18,Brisbane,-27.5,153.0,25.2,17.3,20.4,8.7,10.0,9.9,4.72,116.22
2013-11-19,Brisbane,-27.5,153.0,29.5,15.1,21.8,0.0,0.0,17.1,5.78,82.56
2013-11-20,Brisbane,-27.5,153.0,27.1,18.1,22.2,0.0,0.0,16.3,4.96,62.97
2013-11-21,Brisbane,-27.5,153.0,27.7,18.0,22.2,0.0,0.0,14.9,5.41,51.72
2013-11-22,Brisbane,-27.5,153.0,27.0,18.1,22.0,3.2,6.0,17.6,4.44,49.93
2013-11-23,Brisbane,-27.5,153.0,27.1,20.1,22.9,10.2,12.0,20.9,3.45,70.94
2013-11-24,Brisbane,-27.5,153.0,27.6,20.4,23.4,20.5,11.0,13.2,3.27,96.5
2013-11-25,Brisbane,-27.5,153.0,27.8,17.9,22.3,0.3,1.0,19.8,5.57,87.51
2013-11-26,Brisbane,-27.5,153.0,24.8,18.8,21.3,0.0,0.0,21.0,4.69,71.28
2013-11-27,Brisbane,-27.5,153.0,27.0,17.2,21.1,0.0,0.0,19.6,5.6,60.38
2013-11-28,Brisbane,-27.5,153.0,28.2,16.6,22.0,0.0,0.0,17.7,6.11,51.84
2013-11-29,Brisbane,-27.5,153.0,33.9,18.5,25.0,0.0,0.0,15.2,6.24,68.5
2013-11-30,Brisbane,-27.5,153.0,22.6,18.3,20.0,25.9,14.0,17.3,1.79,89.57
2013-12-01,Brisbane,-27.5,153.0,23.1,16.1,19.7,0.0,0.0,18.2,4.34,81.04
2013-12-02,Brisbane,-27.5,153.0,26.0,15.3,20.2,0.0,0.0,16.2,5.85,69.47
2013-12-03,Brisbane,-27.5,153.0,26.9,15.5,20.6,0.0,0.0,16.0,6.06,59.67
2013-12-04,Brisbane,-27.5,153.0,27.8,15.1,21.5,0.0,0.0,15.8,6.11,50.88
2013-12-05,Brisbane,-27.5,153.0,33.7,19.1,25.6,0.0,0.0,15.8,6.0,43.98
2013-12-06,Brisbane,-27.5,153.0,28.7,17.5,21.9,0.0,0.0,17.7,7.56,38.99
2013-12-07,Brisbane,-27.5,153.0,25.8,15.7,20.8,0.0,0.0,16.3,6.09,35.48
2013-12-08,Brisbane,-27.5,153.0,25.6,17.3,21.6,0.0,0.0,15.0,5.11,33.12
2013-12-09,Brisbane,-27.5,153.0,27.4,18.1,22.2,0.0,0.0,18.1,6.18,31.43
2013-12-10,Brisbane,-27.5,153.0,29.8,18.9,23.7,0.0,0.0,18.2,5.91,30.12
2013-12-11,Brisbane,-27.5,153.0,30.3,20.9,24.9,7.4,8.0,11.0,4.8,38.63
2013-12-12,Brisbane,-27.5,153.0,23.8,20.6,22.5,2.7,9.0,12.9,1.89,43.16
2013-12-13,Brisbane,-27.5,153.0,28.1,17.5,23.1,0.9,3.0,13.7,5.22,40.3
2013-12-14,Brisbane,-27.5,153.0,28.8,20.7,23.9,0.4,1.0,16.4,5.59,38.45
2013-12-15,Brisbane,-27.5,153.0,28.7,20.4,23.9,0.6,3.0,16.4,5.08,36.76
2013-12-16,Brisbane,-27.5,153.0,26.7,21.0,23.3,0.6,3.0,17.0,4.65,34.89
2013-12-17,Brisbane,-27.5,153.0,25.3,20.3,22.5,1.3,8.0,16.6,4.38,33.59
2013-12-18,Brisbane,-27.5,153.0,25.3,18.6,22.0,0.3,3.0,19.1,5.07,32.34
2013-12-19,Brisbane,-27.5,153.0,24.6,18.8,21.8,0.0,0.0,17.0,4.63,31.14
2013-12-20,Brisbane,-27.5,153.0,27.4,18.1,22.5,0.0,0.0,13.8,5.75,30.05
2013-12-21,Brisbane,-27.5,153.0,29.4,17.2,23.3,0.0,0.0,17.3,6.57,29.06
2013-12-22,Brisbane,-27.5,153.0,29.0,19.4,23.7,0.0,0.0,15.3,6.2,28.04
2013-12-23,Brisbane,-27.5,153.0,30.1,19.1,24.1,0.0,0.0,18.4,6.45,27.18
2013-12-24,Brisbane,-27.5,153.0,32.2,20.1,25.4,0.0,0.0,18.1,7.02,26.61
2013-12-25,Brisbane,-27.5,153.0,28.8,22.2,24.7,1.1,6.0,14.8,4.71,26.16
2013-12-26,Brisbane,-27.5,153.0,32.1,20.6,25.6,0.0,0.0,13.6,5.73,25.79
2013-12-27,Brisbane,-27.5,153.0,28.4,21.5,24.6,2.2,5.0,18.2,4.38,26.48
2013-12-28,Brisbane,-27.5,153.0,27.2,21.0,24.2,0.4,2.0,14.5,3.3,26.93
2013-12-29,Brisbane,-27.5,153.0,36.1,21.4,27.6,0.0,0.0,19.6,6.6,27.05
2013-12-30,Brisbane,-27.5,153.0,28.4,22.0,24.7,0.0,0.0,18.8,4.74,27.25
2013-12-31,Brisbane,-27.5,153.0,27.3,22.4,23.9,2.2,7.0,13.4,2.72,28.11
2014-01-01,Brisbane,-27.5,153.0,29.0,21.3,24.4,0.1,1.0,17.1,6.08,28.38
2014-01-02,Brisbane,-27.5,153.0,31.6,19.5,24.9,0.0,0.0,15.1,5.29,27.97
2014-01-03,Brisbane,-27.5,153.0,35.8,22.8,28.7,0.0,0.0,19.3,7.15,27.38
2014-01-04,Brisbane,-27.5,153.0,42.6,25.2,31.9,0.0,0.0,22.1,7.42,26.61
2014-01-05,Brisbane,-27.5,153.0,32.4,23.8,27.3,0.0,0.0,14.4,4.72,26.16
2014-01-06,Brisbane,-27.5,153.0,32.7,24.7,27.6,8.2,10.0,10.9,4.09,42.25
2014-01-07,Brisbane,-27.5,153.0,27.3,22.1,24.5,4.1,5.0,24.6,4.74,51.36
2014-01-08,Brisbane,-27.5,153.0,26.7,21.5,23.6,0.0,0.0,19.7,5.15,44.19
2014-01-09,Brisbane,-27.5,153.0,24.7,20.7,22.5,0.5,4.0,17.3,3.7,38.72
2014-01-10,Brisbane,-27.5,153.0,24.9,20.2,22.6,2.5,11.0,15.2,3.73,35.81
2014-01-11,Brisbane,-27.5,153.0,26.6,20.2,23.4,0.2,2.0,13.6,4.69,33.43
2014-01-12,Brisbane,-27.5,153.0,27.5,19.2,23.5,0.0,0.0,16.3,5.08,31.43
2014-01-13,Brisbane,-27.5,153.0,27.3,20.3,23.6,0.0,0.0,19.3,4.54,29.9
2014-01-14,Brisbane,-27.5,153.0,27.7,20.7,24.0,0.5,3.0,18.0,5.29,28.58
2014-01-15,Brisbane,-27.5,153.0,27.2,21.0,24.1,0.3,2.0,18.7,4.9,27.77
2014-01-16,Brisbane,-27.5,153.0,26.9,21.0,23.8,2.5,9.0,17.0,4.65,28.38
2014-01-17,Brisbane,-27.5,153.0,28.4,21.3,24.2,0.9,6.0,16.6,5.62,27.84
2014-01-18,Brisbane,-27.5,153.0,27.5,20.7,24.0,0.0,0.0,17.0,4.87,26.54
2014-01-19,Brisbane,-27.5,153.0,31.1,20.3,24.6,0.0,0.0,15.1,5.98,25.61
2014-01-20,Brisbane,-27.5,153.0,32.3,20.6,25.6,0.0,0.0,17.2,6.37,24.88
2014-01-21,Brisbane,-27.5,153.0,34.5,22.2,27.5,0.0,0.0,21.2,6.65,24.23
2014-01-22,Brisbane,-27.5,153.0,33.9,23.4,27.8,1.1,2.0,17.3,5.87,28.11
2014-01-23,Brisbane,-27.5,153.0,25.1,20.5,23.2,36.0,19.0,16.3,1.44,98.08
2014-01-24,Brisbane,-27.5,153.0,26.9,20.3,23.7,2.2,6.0,11.0,3.97,112.24
2014-01-25,Brisbane,-27.5,153.0,28.0,21.7,24.0,3.7,6.0,19.9,2.97,87.72
2014-01-26,Brisbane,-27.5,153.0,26.1,21.3,23.2,0.0,0.0,25.1,5.19,71.28
2014-01-27,Brisbane,-27.5,153.0,24.8,20.5,22.5,0.4,3.0,23.2,4.5,58.16
2014-01-28,Brisbane,-27.5,153.0,25.0,20.7,22.6,0.4,3.0,22.5,4.47,48.55
2014-01-29,Brisbane,-27.5,153.0,25.0,20.2,22.4,1.2,6.0,19.8,3.87,41.95
2014-01-30,Brisbane,-27.5,153.0,25.0,20.8,22.8,0.9,6.0,20.7,4.36,37.19
