date,location,latitude,longitude,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,precipitation_hours,windspeed_10m_max,et0_fao_evapotranspiration,river_discharge
1990-01-01,Brisbane,-27.5,153.0,28.6,18.3,22.5,0.0,0.0,14.1,5.97,33.2
1990-01-02,Brisbane,-27.5,153.0,29.3,17.0,22.9,0.0,0.0,13.4,6.23,31.58
1990-01-03,Brisbane,-27.5,153.0,30.8,19.3,24.1,0.0,0.0,13.1,6.46,30.41
1990-01-04,Brisbane,-27.5,153.0,35.5,18.5,26.0,0.0,0.0,16.8,7.28,29.48
1990-01-05,Brisbane,-27.5,153.0,27.4,22.0,24.3,0.0,0.0,19.4,4.71,28.85
1990-01-06,Brisbane,-27.5,153.0,26.5,21.1,23.7,0.7,6.0,13.0,3.18,28.51
1990-01-07,Brisbane,-27.5,153.0,28.8,21.4,24.3,0.0,0.0,16.8,5.15,28.31
1990-01-08,Brisbane,-27.5,153.0,29.2,20.9,24.3,0.0,0.0,16.6,5.79,28.11
1990-01-09,Brisbane,-27.5,153.0,26.1,20.6,23.5,0.0,0.0,15.0,3.95,27.91
1990-01-10,Brisbane,-27.5,153.0,28.4,20.2,24.1,0.0,0.0,16.1,5.31,27.64
1990-01-11,Brisbane,-27.5,153.0,23.0,20.6,22.0,7.0,14.0,10.5,1.19,33.91
1990-01-12,Brisbane,-27.5,153.0,26.7,20.0,23.0,1.7,3.0,12.6,4.2,39.64
1990-01-13,Brisbane,-27.5,153.0,30.8,20.4,24.9,0.5,2.0,15.0,5.32,38.36
1990-01-14,Brisbane,-27.5,153.0,32.2,22.0,25.8,2.9,2.0,14.5,5.04,37.28
1990-01-15,Brisbane,-27.5,153.0,31.1,23.2,25.9,9.2,8.0,20.1,5.0,96.05
1990-01-16,Brisbane,-27.5,153.0,30.2,22.3,25.4,16.2,9.0,14.4,4.03,143.88
1990-01-17,Brisbane,-27.5,153.0,25.5,21.2,23.0,1.6,10.0,18.8,4.32,136.72
1990-01-18,Brisbane,-27.5,153.0,27.0,21.0,23.6,0.0,0.0,15.2,4.58,112.5
1990-01-19,Brisbane,-27.5,153.0,28.6,20.2,24.1,0.0,0.0,13.3,5.67,88.54
1990-01-20,Brisbane,-27.5,153.0,28.0,21.0,24.3,1.4,5.0,13.4,4.34,71.28
1990-01-21,Brisbane,-27.5,153.0,29.4,22.5,25.2,1.4,7.0,15.0,4.8,58.98
1990-01-22,Brisbane,-27.5,153.0,29.0,21.7,24.5,0.1,1.0,18.6,4.93,50.4
1990-01-23,Brisbane,-27.5,153.0,28.2,20.8,23.5,0.0,0.0,23.8,6.16,44.81
1990-01-24,Brisbane,-27.5,153.0,27.1,20.5,23.3,0.0,0.0,26.7,5.81,40.78
1990-01-25,Brisbane,-27.5,153.0,29.2,20.1,23.7,0.0,0.0,17.9,6.5,37.55
1990-01-26,Brisbane,-27.5,153.0,28.9,18.2,23.3,0.0,0.0,15.6,5.5,34.89
1990-01-27,Brisbane,-27.5,153.0,33.7,20.3,26.1,0.0,0.0,12.8,6.37,32.81
1990-01-28,Brisbane,-27.5,153.0,35.2,22.0,27.3,0.0,0.0,16.8,6.79,31.28
1990-01-29,Brisbane,-27.5,153.0,30.0,22.1,25.7,0.0,0.0,18.6,4.2,30.19
1990-01-30,Brisbane,-27.5,153.0,28.1,21.3,24.5,0.6,3.0,21.9,5.29,29.34
1990-01-31,Brisbane,-27.5,153.0,30.0,19.7,24.2,1.9,3.0,19.6,5.14,43.57
1990-02-01,Brisbane,-27.5,153.0,23.9,20.7,22.3,27.1,24.0,21.3,0.97,102.99
1990-02-02,Brisbane,-27.5,153.0,24.5,21.9,23.1,93.6,24.0,28.9,0.98,386.26
1990-02-03,Brisbane,-27.5,153.0,27.2,21.8,24.4,3.3,9.0,23.9,2.99,393.46
1990-02-04,Brisbane,-27.5,153.0,33.4,23.3,27.4,0.0,0.0,20.5,7.24,278.25
1990-02-05,Brisbane,-27.5,153.0,30.9,22.4,26.0,1.7,3.0,12.4,5.21,199.91
1990-02-06,Brisbane,-27.5,153.0,31.0,23.4,26.2,0.5,1.0,11.4,5.33,149.66
1990-02-07,Brisbane,-27.5,153.0,30.9,23.4,25.9,1.2,2.0,14.2,4.9,118.4
1990-02-08,Brisbane,-27.5,153.0,27.7,22.5,24.5,3.8,9.0,15.6,4.18,102.04
1990-02-09,Brisbane,-27.5,153.0,27.7,22.7,24.8,0.9,2.0,14.6,3.81,94.94
1990-02-10,Brisbane,-27.5,153.0,31.9,22.6,26.5,2.7,5.0,15.5,5.24,84.51
1990-02-11,Brisbane,-27.5,153.0,30.3,19.4,24.5,0.0,0.0,17.0,5.5,73.3
1990-02-12,Brisbane,-27.5,153.0,28.1,21.5,24.2,0.5,2.0,14.1,4.54,64.46
1990-02-13,Brisbane,-27.5,153.0,27.6,21.9,24.4,1.4,6.0,14.2,4.11,63.12
1990-02-14,Brisbane,-27.5,153.0,26.6,20.3,23.4,8.3,12.0,15.7,3.64,66.92
1990-02-15,Brisbane,-27.5,153.0,27.4,20.9,23.7,0.7,4.0,13.3,4.39,63.12
1990-02-16,Brisbane,-27.5,153.0,27.1,20.8,23.5,0.9,6.0,13.0,4.04,55.89
1990-02-17,Brisbane,-27.5,153.0,29.0,21.2,24.6,0.0,0.0,12.6,5.14,49.7
1990-02-18,Brisbane,-27.5,153.0,29.5,21.1,25.0,0.0,0.0,11.8,4.57,45.03
1990-02-19,Brisbane,-27.5,153.0,28.5,22.1,24.9,0.7,6.0,16.8,4.13,42.05
1990-02-20,Brisbane,-27.5,153.0,27.7,21.8,24.4,2.0,10.0,17.3,4.03,40.69
1990-02-21,Brisbane,-27.5,153.0,27.7,22.1,24.5,2.6,10.0,19.8,4.2,42.95
1990-02-22,Brisbane,-27.5,153.0,27.8,21.6,24.4,2.6,8.0,18.1,4.92,43.46
1990-02-23,Brisbane,-27.5,153.0,27.7,21.3,24.1,4.1,16.0,19.0,4.04,45.24
1990-02-24,Brisbane,-27.5,153.0,25.8,21.7,22.8,19.5,24.0,16.6,2.07,86.5
1990-02-25,Brisbane,-27.5,153.0,22.8,21.2,22.0,16.5,23.0,16.3,1.03,113.02
1990-02-26,Brisbane,-27.5,153.0,24.9,20.8,22.6,3.5,14.0,22.3,2.31,103.23
1990-02-27,Brisbane,-27.5,153.0,26.4,20.8,22.9,2.7,10.0,21.4,3.68,85.7
1990-02-28,Brisbane,-27.5,153.0,26.8,19.9,22.9,0.8,4.0,16.9,4.3,69.96
1990-03-01,Brisbane,-27.5,153.0,26.7,19.9,23.1,0.9,5.0,13.7,3.96,58.84
1990-03-02,Brisbane,-27.5,153.0,27.2,20.7,23.7,0.4,3.0,17.7,3.96,54.34
1990-03-03,Brisbane,-27.5,153.0,23.1,21.8,22.5,24.6,22.0,17.6,0.98,141.89
1990-03-04,Brisbane,-27.5,153.0,25.3,21.7,23.2,23.5,13.0,17.4,2.28,166.11
1990-03-05,Brisbane,-27.5,153.0,27.2,21.6,23.9,0.0,0.0,17.1,4.12,125.77
1990-03-06,Brisbane,-27.5,153.0,28.0,19.4,23.4,0.1,1.0,12.2,4.41,97.4
1990-03-07,Brisbane,-27.5,153.0,31.5,16.9,22.5,5.6,5.0,22.7,4.7,87.51
1990-03-08,Brisbane,-27.5,153.0,26.4,17.0,21.2,0.5,2.0,27.0,5.43,76.62
1990-03-09,Brisbane,-27.5,153.0,29.2,15.9,21.9,0.0,0.0,12.2,5.52,62.83
1990-03-10,Brisbane,-27.5,153.0,30.3,16.0,22.6,0.0,0.0,12.7,5.42,53.08
1990-03-11,Brisbane,-27.5,153.0,31.0,18.3,23.8,0.0,0.0,10.5,5.19,46.32
1990-03-12,Brisbane,-27.5,153.0,29.4,19.3,23.8,1.3,5.0,16.2,5.15,42.65
1990-03-13,Brisbane,-27.5,153.0,25.5,20.4,22.7,1.0,4.0,25.7,4.1,39.46
1990-03-14,Brisbane,-27.5,153.0,26.9,19.1,22.2,0.0,0.0,19.2,5.46,36.5
1990-03-15,Brisbane,-27.5,153.0,26.8,18.2,22.2,0.0,0.0,17.1,3.95,34.32
1990-03-16,Brisbane,-27.5,153.0,27.0,18.8,22.5,0.0,0.0,22.4,4.74,32.73
1990-03-17,Brisbane,-27.5,153.0,26.6,19.9,22.6,0.0,0.0,24.0,4.19,31.66
1990-03-18,Brisbane,-27.5,153.0,28.0,19.1,23.0,0.0,0.0,17.8,4.35,30.84
1990-03-19,Brisbane,-27.5,153.0,27.8,19.1,22.7,0.2,1.0,18.2,4.61,30.26
1990-03-20,Brisbane,-27.5,153.0,25.4,19.5,21.9,0.0,0.0,22.4,3.81,29.83
1990-03-21,Brisbane,-27.5,153.0,25.5,18.2,21.6,0.0,0.0,19.5,3.94,29.55
1990-03-22,Brisbane,-27.5,153.0,24.9,18.6,21.6,0.5,3.0,22.2,3.44,29.9
1990-03-23,Brisbane,-27.5,153.0,24.0,20.0,21.8,1.5,9.0,19.6,2.58,31.06
1990-03-24,Brisbane,-27.5,153.0,25.4,20.2,22.1,3.1,15.0,21.6,3.05,32.96
1990-03-25,Brisbane,-27.5,153.0,23.3,20.3,21.8,4.4,14.0,16.9,1.99,72.79
1990-03-26,Brisbane,-27.5,153.0,21.0,19.8,20.4,32.6,24.0,16.9,0.85,144.55
1990-03-27,Brisbane,-27.5,153.0,21.3,20.0,20.7,39.3,24.0,20.2,0.67,222.87
1990-03-28,Brisbane,-27.5,153.0,23.6,20.5,22.0,8.2,19.0,16.2,1.35,217.78
1990-03-29,Brisbane,-27.5,153.0,26.4,19.9,22.8,0.5,2.0,13.9,3.33,185.64
1990-03-30,Brisbane,-27.5,153.0,25.1,20.1,22.2,3.3,14.0,17.8,2.9,153.53
1990-03-31,Brisbane,-27.5,153.0,24.8,20.3,22.2,0.6,4.0,15.2,3.24,124.03
1990-04-01,Brisbane,-27.5,153.0,25.9,20.1,22.6,0.0,0.0,12.3,3.47,99.93
1990-04-02,Brisbane,-27.5,153.0,24.3,19.1,21.8,2.9,12.0,10.8,2.13,88.33
1990-04-03,Brisbane,-27.5,153.0,21.3,19.2,20.2,4.1,17.0,12.8,0.9,88.74
1990-04-04,Brisbane,-27.5,153.0,23.3,18.8,20.5,23.5,23.0,17.5,1.79,223.91
1990-04-05,Brisbane,-27.5,153.0,22.6,20.0,21.1,45.5,21.0,19.4,0.78,293.44
1990-04-06,Brisbane,-27.5,153.0,26.3,18.4,22.0,4.8,6.0,10.6,2.52,305.2
1990-04-07,Brisbane,-27.5,153.0,25.2,20.9,22.5,6.2,14.0,12.4,2.03,303.79
1990-04-08,Brisbane,-27.5,153.0,24.6,21.0,22.3,8.4,19.0,11.3,2.09,290.07
1990-04-09,Brisbane,-27.5,153.0,24.5,20.1,22.1,2.3,11.0,14.0,2.47,257.23
1990-04-10,Brisbane,-27.5,153.0,23.9,20.1,21.8,2.6,12.0,14.7,2.29,223.91
1990-04-11,Brisbane,-27.5,153.0,23.9,19.4,21.7,2.2,9.0,10.9,1.87,192.2
1990-04-12,Brisbane,-27.5,153.0,25.7,19.8,22.3,0.8,4.0,13.0,2.74,162.31
1990-04-13,Brisbane,-27.5,153.0,25.9,19.2,22.2,0.3,2.0,13.0,3.15,138.32
1990-04-14,Brisbane,-27.5,153.0,25.6,19.7,22.4,0.0,0.0,8.1,2.47,118.95
1990-04-15,Brisbane,-27.5,153.0,27.4,19.6,22.8,2.7,6.0,8.0,2.69,105.91
1990-04-16,Brisbane,-27.5,153.0,23.4,19.8,21.3,9.3,13.0,10.8,1.05,116.49
1990-04-17,Brisbane,-27.5,153.0,23.5,18.8,20.6,10.1,20.0,19.0,1.62,134.83
1990-04-18,Brisbane,-27.5,153.0,22.8,19.1,20.8,5.9,19.0,21.3,1.49,135.14
1990-04-19,Brisbane,-27.5,153.0,22.4,20.2,21.2,2.4,10.0,14.0,1.46,139.28
1990-04-20,Brisbane,-27.5,153.0,23.8,21.1,22.1,15.1,22.0,17.7,0.93,238.88
1990-04-21,Brisbane,-27.5,153.0,23.3,17.9,20.6,27.5,7.0,15.5,1.89,265.69
1990-04-22,Brisbane,-27.5,153.0,26.2,15.5,20.4,0.0,0.0,13.2,3.66,280.84
1990-04-23,Brisbane,-27.5,153.0,24.0,16.2,19.6,0.0,0.0,18.7,3.44,271.9
1990-04-24,Brisbane,-27.5,153.0,25.2,14.9,19.5,0.0,0.0,14.8,3.97,228.09
1990-04-25,Brisbane,-27.5,153.0,25.7,15.6,20.0,0.0,0.0,15.6,4.21,180.97
1990-04-26,Brisbane,-27.5,153.0,22.4,14.6,17.9,0.0,0.0,23.2,4.78,143.88
1990-04-27,Brisbane,-27.5,153.0,21.8,12.1,16.3,0.0,0.0,20.2,4.43,117.85
1990-04-28,Brisbane,-27.5,153.0,21.8,10.7,16.2,0.0,0.0,14.6,3.36,100.39
1990-04-29,Brisbane,-27.5,153.0,23.6,10.4,16.7,0.0,0.0,9.8,3.32,87.92
1990-04-30,Brisbane,-27.5,153.0,25.4,10.2,17.7,0.0,0.0,9.2,3.45,78.07
1990-05-01,Brisbane,-27.5,153.0,23.7,12.5,18.1,0.0,0.0,9.8,2.83,69.79
1990-05-02,Brisbane,-27.5,153.0,24.2,13.2,18.6,0.0,0.0,8.4,2.99,63.57
1990-05-03,Brisbane,-27.5,153.0,25.2,12.0,18.6,0.0,0.0,8.8,3.09,59.67
1990-05-04,Brisbane,-27.5,153.0,24.2,14.1,19.2,0.0,0.0,10.2,2.74,56.15
1990-05-05,Brisbane,-27.5,153.0,23.9,14.9,19.2,0.0,0.0,10.0,2.53,52.58
1990-05-06,Brisbane,-27.5,153.0,24.9,13.5,19.0,0.0,0.0,9.8,3.03,49.35
1990-05-07,Brisbane,-27.5,153.0,24.5,14.4,19.1,0.0,0.0,10.6,2.67,46.42
1990-05-08,Brisbane,-27.5,153.0,22.9,15.5,18.6,0.9,4.0,12.8,2.35,43.98
1990-05-09,Brisbane,-27.5,153.0,23.3,16.4,19.3,0.4,3.0,15.1,2.38,42.35
1990-05-10,Brisbane,-27.5,153.0,22.5,17.8,19.6,0.7,4.0,13.7,1.88,41.85
1990-05-11,Brisbane,-27.5,153.0,22.9,17.4,19.5,2.1,10.0,13.6,2.16,42.45
1990-05-12,Brisbane,-27.5,153.0,22.8,16.0,19.3,0.5,3.0,10.3,2.15,41.66
1990-05-13,Brisbane,-27.5,153.0,25.6,14.6,19.5,0.0,0.0,8.4,2.84,40.5
1990-05-14,Brisbane,-27.5,153.0,23.3,14.4,18.5,0.4,3.0,8.8,2.39,39.74
1990-05-15,Brisbane,-27.5,153.0,21.3,14.7,17.9,1.1,6.0,11.9,2.08,40.02
1990-05-16,Brisbane,-27.5,153.0,20.5,16.8,18.3,4.3,12.0,15.5,1.12,61.23
1990-05-17,Brisbane,-27.5,153.0,20.2,17.6,18.6,21.8,23.0,7.4,0.63,86.7
1990-05-18,Brisbane,-27.5,153.0,24.9,17.2,20.2,0.0,0.0,22.1,2.93,87.31
1990-05-19,Brisbane,-27.5,153.0,20.8,14.4,17.1,0.0,0.0,14.7,2.73,83.53
1990-05-20,Brisbane,-27.5,153.0,21.1,13.4,16.9,0.0,0.0,9.7,2.05,80.1
1990-05-21,Brisbane,-27.5,153.0,19.6,11.7,15.6,0.7,2.0,11.1,2.41,75.03
1990-05-22,Brisbane,-27.5,153.0,18.3,14.3,16.7,55.3,22.0,19.1,0.49,293.44
1990-05-23,Brisbane,-27.5,153.0,24.6,16.7,20.0,22.3,5.0,16.1,2.1,419.73
1990-05-24,Brisbane,-27.5,153.0,20.4,14.8,18.0,0.0,0.0,17.0,3.16,504.82
1990-05-25,Brisbane,-27.5,153.0,18.3,12.9,14.9,0.0,0.0,16.8,2.66,472.15
1990-05-26,Brisbane,-27.5,153.0,17.0,12.5,14.7,6.5,9.0,11.6,0.9,489.91
1990-05-27,Brisbane,-27.5,153.0,17.4,15.5,16.5,71.6,24.0,17.0,0.37,563.94
1990-05-28,Brisbane,-27.5,153.0,19.5,15.9,17.3,4.7,12.0,20.1,1.17,539.75
1990-05-29,Brisbane,-27.5,153.0,24.0,12.9,17.9,0.0,0.0,15.1,2.63,520.19
1990-05-30,Brisbane,-27.5,153.0,24.3,15.2,19.1,0.0,0.0,8.9,2.16,450.86
1990-05-31,Brisbane,-27.5,153.0,24.6,13.9,18.2,0.0,0.0,18.0,2.76,357.1
1990-06-01,Brisbane,-27.5,153.0,20.5,13.4,16.1,0.0,0.0,17.5,2.92,275.69
1990-06-02,Brisbane,-27.5,153.0,19.5,10.3,14.6,0.0,0.0,12.6,2.68,215.27
1990-06-03,Brisbane,-27.5,153.0,18.6,9.1,13.5,0.0,0.0,12.8,2.55,172.78
1990-06-04,Brisbane,-27.5,153.0,19.7,8.9,14.1,0.0,0.0,10.8,2.37,144.55
1990-06-05,Brisbane,-27.5,153.0,18.5,13.0,15.5,0.7,4.0,19.5,1.47,132.66
1990-06-06,Brisbane,-27.5,153.0,15.5,14.0,14.9,21.1,24.0,18.1,0.43,180.13
1990-06-07,Brisbane,-27.5,153.0,16.3,14.4,15.3,20.6,24.0,19.9,0.52,215.77
1990-06-08,Brisbane,-27.5,153.0,19.1,14.7,16.5,4.3,17.0,24.4,1.7,235.05
1990-06-09,Brisbane,-27.5,153.0,20.1,13.9,16.3,0.0,0.0,16.9,2.39,243.91
1990-06-10,Brisbane,-27.5,153.0,18.6,13.1,15.5,0.0,0.0,16.4,1.59,218.28
1990-06-11,Brisbane,-27.5,153.0,19.6,12.9,15.7,0.0,0.0,12.3,1.85,175.6
1990-06-12,Brisbane,-27.5,153.0,18.8,11.5,15.1,0.5,2.0,9.5,1.65,138.32
1990-06-13,Brisbane,-27.5,153.0,20.3,12.4,15.9,0.9,5.0,6.0,1.67,111.98
1990-06-14,Brisbane,-27.5,153.0,18.3,11.0,14.2,0.7,3.0,10.7,1.49,95.83
1990-06-15,Brisbane,-27.5,153.0,19.1,11.1,15.0,0.1,1.0,15.1,1.68,86.5
1990-06-16,Brisbane,-27.5,153.0,19.6,11.8,15.5,1.6,7.0,7.2,1.52,79.91
1990-06-17,Brisbane,-27.5,153.0,21.7,12.1,16.0,1.3,4.0,12.0,1.78,75.03
1990-06-18,Brisbane,-27.5,153.0,19.0,11.0,14.8,0.0,0.0,13.9,2.27,70.94
1990-06-19,Brisbane,-27.5,153.0,17.2,11.0,13.6,0.4,3.0,22.2,2.25,67.87
1990-06-20,Brisbane,-27.5,153.0,18.3,11.4,14.3,0.0,0.0,20.8,2.23,65.37
1990-06-21,Brisbane,-27.5,153.0,20.3,11.1,15.0,0.0,0.0,11.5,2.04,62.53
1990-06-22,Brisbane,-27.5,153.0,19.6,7.9,13.7,0.0,0.0,9.0,2.06,59.39
1990-06-23,Brisbane,-27.5,153.0,19.3,10.1,14.2,0.0,0.0,7.4,1.73,56.41
1990-06-24,Brisbane,-27.5,153.0,21.0,10.0,15.4,0.0,0.0,12.1,2.07,53.83
1990-06-25,Brisbane,-27.5,153.0,17.4,10.8,15.0,1.4,6.0,20.2,1.44,51.97
1990-06-26,Brisbane,-27.5,153.0,15.4,8.6,11.4,0.0,0.0,18.5,2.61,50.76
1990-06-27,Brisbane,-27.5,153.0,16.4,6.9,11.0,0.0,0.0,14.5,2.57,49.93
1990-06-28,Brisbane,-27.5,153.0,15.6,7.9,11.3,0.0,0.0,19.3,3.03,49.12
1990-06-29,Brisbane,-27.5,153.0,15.0,3.7,9.6,0.0,0.0,12.1,2.04,48.55
1990-06-30,Brisbane,-27.5,153.0,17.3,7.1,12.3,0.0,0.0,7.7,1.37,48.2
1990-07-01,Brisbane,-27.5,153.0,21.3,9.2,15.0,0.2,2.0,16.6,1.71,47.87
1990-07-02,Brisbane,-27.5,153.0,16.0,9.3,12.5,0.0,0.0,21.0,3.21,47.53
1990-07-03,Brisbane,-27.5,153.0,15.4,8.7,11.4,0.0,0.0,24.5,3.25,47.08
1990-07-04,Brisbane,-27.5,153.0,16.1,7.3,10.9,0.0,0.0,19.2,2.85,46.64
1990-07-05,Brisbane,-27.5,153.0,17.9,6.9,11.4,0.0,0.0,15.6,2.49,46.32
1990-07-06,Brisbane,-27.5,153.0,17.7,8.9,12.2,0.0,0.0,20.9,3.01,45.99
1990-07-07,Brisbane,-27.5,153.0,17.2,4.4,10.5,0.0,0.0,13.4,2.33,45.77
1990-07-08,Brisbane,-27.5,153.0,18.5,3.8,10.7,0.0,0.0,8.8,2.17,45.56
1990-07-09,Brisbane,-27.5,153.0,19.5,5.5,12.0,0.0,0.0,11.2,2.55,45.34
1990-07-10,Brisbane,-27.5,153.0,19.2,4.8,12.5,0.0,0.0,10.1,2.13,45.13
1990-07-11,Brisbane,-27.5,153.0,18.9,8.4,13.4,0.0,0.0,10.5,2.01,44.92
1990-07-12,Brisbane,-27.5,153.0,18.1,9.4,13.4,0.3,3.0,10.7,1.84,44.71
1990-07-13,Brisbane,-27.5,153.0,19.0,9.9,14.1,0.6,3.0,8.3,1.78,44.5
1990-07-14,Brisbane,-27.5,153.0,20.5,12.2,15.2,0.0,0.0,8.5,2.01,44.29
1990-07-15,Brisbane,-27.5,153.0,19.7,10.0,14.5,0.0,0.0,10.1,1.76,44.19
1990-07-16,Brisbane,-27.5,153.0,18.8,11.2,14.6,2.5,6.0,7.8,1.5,45.03
1990-07-17,Brisbane,-27.5,153.0,20.3,12.5,15.6,0.0,0.0,7.9,1.71,46.21
1990-07-18,Brisbane,-27.5,153.0,20.5,10.5,15.6,0.9,4.0,14.6,1.86,45.88
1990-07-19,Brisbane,-27.5,153.0,19.4,10.3,14.3,0.0,0.0,19.1,3.38,45.03
1990-07-20,Brisbane,-27.5,153.0,19.3,6.1,12.5,0.0,0.0,11.5,2.49,44.29
1990-07-21,Brisbane,-27.5,153.0,20.6,6.6,13.6,0.0,0.0,9.5,2.65,43.77
1990-07-22,Brisbane,-27.5,153.0,21.8,7.4,14.7,0.0,0.0,11.8,2.66,43.26
1990-07-23,Brisbane,-27.5,153.0,23.5,10.5,16.9,0.0,0.0,10.5,2.52,42.95
1990-07-24,Brisbane,-27.5,153.0,23.5,11.2,17.1,0.0,0.0,13.3,2.54,42.55
1990-07-25,Brisbane,-27.5,153.0,24.2,11.5,17.9,0.0,0.0,12.1,2.71,42.25
1990-07-26,Brisbane,-27.5,153.0,23.7,13.5,17.9,0.0,0.0,11.3,2.4,41.95
1990-07-27,Brisbane,-27.5,153.0,22.8,11.3,17.2,0.8,2.0,24.5,1.96,41.76
1990-07-28,Brisbane,-27.5,153.0,19.1,8.6,13.3,0.0,0.0,22.7,3.1,41.66
1990-07-29,Brisbane,-27.5,153.0,19.3,7.8,13.4,0.0,0.0,11.8,2.55,48.66
1990-07-30,Brisbane,-27.5,153.0,13.9,10.8,12.0,25.9,19.0,14.6,0.65,105.91
1990-07-31,Brisbane,-27.5,153.0,15.6,10.2,12.7,7.5,8.0,17.9,1.34,121.18
1990-08-01,Brisbane,-27.5,153.0,18.6,9.9,13.7,0.0,0.0,13.4,2.55,117.03
1990-08-02,Brisbane,-27.5,153.0,14.9,9.2,11.3,1.6,7.0,13.5,1.33,111.46
1990-08-03,Brisbane,-27.5,153.0,14.3,7.2,11.0,0.0,0.0,23.4,2.13,95.61
1990-08-04,Brisbane,-27.5,153.0,19.7,10.6,14.4,0.0,0.0,22.0,3.19,79.17
1990-08-05,Brisbane,-27.5,153.0,23.7,10.8,16.0,0.0,0.0,11.6,2.85,66.92
1990-08-06,Brisbane,-27.5,153.0,19.5,13.1,16.2,0.0,0.0,25.5,4.27,58.57
1990-08-07,Brisbane,-27.5,153.0,19.7,10.1,14.1,0.0,0.0,21.8,3.28,52.7
1990-08-08,Brisbane,-27.5,153.0,19.8,7.9,13.6,0.0,0.0,9.4,2.62,48.77
1990-08-09,Brisbane,-27.5,153.0,22.6,8.8,15.1,0.5,1.0,13.8,2.62,48.89
1990-08-10,Brisbane,-27.5,153.0,17.8,10.9,14.0,3.0,5.0,26.6,3.36,49.7
1990-08-11,Brisbane,-27.5,153.0,18.3,7.4,12.2,0.0,0.0,16.3,3.45,49.0
1990-08-12,Brisbane,-27.5,153.0,20.2,5.8,12.5,0.0,0.0,14.3,3.19,47.87
1990-08-13,Brisbane,-27.5,153.0,22.9,6.1,14.0,0.0,0.0,13.8,3.27,46.21
1990-08-14,Brisbane,-27.5,153.0,21.7,9.5,15.0,0.0,0.0,12.2,2.79,44.71
1990-08-15,Brisbane,-27.5,153.0,25.2,11.4,17.1,0.4,1.0,28.0,3.78,43.67
1990-08-16,Brisbane,-27.5,153.0,19.0,11.6,14.4,0.0,0.0,25.7,4.45,43.16
1990-08-17,Brisbane,-27.5,153.0,19.2,9.2,13.5,0.0,0.0,18.3,4.08,42.75
1990-08-18,Brisbane,-27.5,153.0,18.6,7.6,12.8,0.0,0.0,14.7,3.29,42.15
1990-08-19,Brisbane,-27.5,153.0,19.7,6.8,13.2,0.0,0.0,11.4,3.06,41.66
1990-08-20,Brisbane,-27.5,153.0,22.2,7.3,14.7,0.0,0.0,10.2,3.27,41.27
1990-08-21,Brisbane,-27.5,153.0,21.1,11.3,15.8,0.0,0.0,24.6,4.48,40.78
1990-08-22,Brisbane,-27.5,153.0,19.8,11.1,14.5,0.0,0.0,22.9,4.26,40.3
1990-08-23,Brisbane,-27.5,153.0,17.8,10.8,13.5,0.0,0.0,26.4,4.63,39.74
1990-08-24,Brisbane,-27.5,153.0,19.6,7.2,12.9,0.0,0.0,20.0,4.4,39.27
1990-08-25,Brisbane,-27.5,153.0,20.5,8.4,13.8,0.0,0.0,18.9,4.34,38.9
1990-08-26,Brisbane,-27.5,153.0,19.6,9.6,13.8,0.6,2.0,18.7,3.6,38.72
1990-08-27,Brisbane,-27.5,153.0,20.0,5.0,12.6,0.0,0.0,14.3,3.48,38.45
1990-08-28,Brisbane,-27.5,153.0,20.1,8.9,13.9,0.0,0.0,11.2,3.25,38.36
1990-08-29,Brisbane,-27.5,153.0,21.0,8.0,14.4,0.0,0.0,12.0,3.38,38.17
1990-08-30,Brisbane,-27.5,153.0,20.9,10.2,15.4,0.0,0.0,11.6,2.57,38.08
1990-08-31,Brisbane,-27.5,153.0,22.0,13.2,16.7,2.6,8.0,9.6,1.9,41.56
1990-09-01,Brisbane,-27.5,153.0,22.5,13.9,17.3,2.5,5.0,17.8,3.28,44.08
1990-09-02,Brisbane,-27.5,153.0,22.2,9.1,15.8,0.0,0.0,12.9,3.87,44.19
1990-09-03,Brisbane,-27.5,153.0,23.1,10.5,16.4,0.0,0.0,21.5,5.06,43.26
1990-09-04,Brisbane,-27.5,153.0,20.9,11.1,15.8,0.0,0.0,19.1,4.32,41.76
1990-09-05,Brisbane,-27.5,153.0,22.3,7.2,14.8,0.0,0.0,12.7,3.98,40.3
1990-09-06,Brisbane,-27.5,153.0,23.5,8.3,16.0,0.0,0.0,11.9,3.9,39.09
1990-09-07,Brisbane,-27.5,153.0,23.6,8.9,16.4,0.0,0.0,12.5,3.86,38.36
1990-09-08,Brisbane,-27.5,153.0,19.8,10.0,15.4,0.6,4.0,15.5,2.6,37.82
1990-09-09,Brisbane,-27.5,153.0,19.6,11.9,15.7,0.1,1.0,14.3,2.74,37.46
1990-09-10,Brisbane,-27.5,153.0,18.7,12.0,15.3,0.2,2.0,13.7,2.68,37.19
1990-09-11,Brisbane,-27.5,153.0,19.1,11.5,15.1,0.1,1.0,15.1,2.71,37.02
1990-09-12,Brisbane,-27.5,153.0,20.4,10.1,15.8,0.0,0.0,14.0,3.92,37.9
1990-09-13,Brisbane,-27.5,153.0,20.6,12.2,15.6,3.7,5.0,19.4,3.3,39.55
1990-09-14,Brisbane,-27.5,153.0,19.2,9.6,14.1,0.0,0.0,25.0,4.16,39.36
