time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm)
17/10/1991,23.5,33.8,14.7,1
18/10/1991,18.6,27,11,10.1
19/10/1991,17.8,26.1,12.5,0
20/10/1991,17.8,25,13.7,12.1
21/10/1991,15,16.6,14.4,35.1
22/10/1991,16,17.4,15.4,12.3
23/10/1991,16.9,20.5,13.5,2
24/10/1991,17.9,22.4,15.3,3.3
25/10/1991,20,27.3,14.3,6.2
26/10/1991,23,28.3,19.3,1
27/10/1991,20,28.2,13,0
28/10/1991,19.1,23.5,15,1.9
29/10/1991,17.6,24.3,12,0.1
30/10/1991,16.3,24.6,8.1,0
31/10/1991,16.3,24.9,7.7,0
1/11/1991,17.4,25.8,8.8,0
2/11/1991,17.3,26.7,8.2,0
3/11/1991,20.3,30,13.1,0
4/11/1991,24.9,34,18.5,0
5/11/1991,20.1,26.7,15,0
6/11/1991,17.4,26.4,7.7,0
7/11/1991,21.4,29.6,13.2,0
8/11/1991,23.3,32.5,12.9,0
9/11/1991,23,29.1,16.6,0
10/11/1991,23.3,32.1,15.1,0
11/11/1991,23.1,32.5,18.4,0.4
12/11/1991,18.9,25.7,10,0
13/11/1991,21.2,27.5,15.3,1.6
14/11/1991,21.9,30,17.6,23
15/11/1991,20.5,29.3,12,0
16/11/1991,20.7,32,11.4,0
17/11/1991,21.5,29.2,11.9,0
18/11/1991,24.3,30.5,20.4,0.2
19/11/1991,25,32.1,20.9,0
20/11/1991,27.1,36.4,20.7,7.7
21/11/1991,23.5,36.5,13.1,0
22/11/1991,20.4,30,12,0
23/11/1991,24.3,31.9,21.1,26.4
24/11/1991,22.2,28.3,15.6,20.7
25/11/1991,22.5,31.3,13,0
26/11/1991,21.1,33.1,10.5,0
27/11/1991,20.9,28.5,13.2,0
28/11/1991,20.8,28.9,13.9,0
29/11/1991,22.7,28.9,19.4,1.3
30/11/1991,20.6,24.6,19.2,6.8
1/12/1991,22.2,29.2,16,0
2/12/1991,22.7,32.9,16.2,10.3
3/12/1991,20.7,25.9,17.9,0
4/12/1991,19.5,24.7,15.2,0
5/12/1991,20.6,26.1,14.5,0
6/12/1991,18.5,26.6,9.6,0
7/12/1991,19.5,27.8,11.2,0
8/12/1991,21.5,28.1,13.8,0
9/12/1991,20.9,29.4,12.1,0
10/12/1991,20.3,28.9,12.1,0
11/12/1991,20.8,28.3,13.2,0
12/12/1991,22.7,30.7,15.5,0
13/12/1991,25.4,32.9,18.5,0.3
14/12/1991,22,31.3,19,15.2
15/12/1991,19.8,30.2,14.9,4.9
16/12/1991,19,24.6,15.6,10.7
17/12/1991,18.8,26.1,12.7,0.9
18/12/1991,20.4,27.6,13.6,0
19/12/1991,20.9,29,12.5,0
20/12/1991,23.7,31.6,17.6,5.5
21/12/1991,21,29.4,12.7,0
22/12/1991,23.4,30.8,17.5,0
23/12/1991,22.5,31.4,14.8,0.9
24/12/1991,24.2,33.2,20.2,23.9
25/12/1991,23,28,19,13.8
26/12/1991,23.2,30.4,16.4,3.2
27/12/1991,24.4,30.1,21,60.1
28/12/1991,23,30,18.3,31.1
29/12/1991,23,27,20.2,12.4
30/12/1991,22.6,27.5,19.7,4.8
31/12/1991,22.6,28.6,17.3,1.2
1/1/1992,24.5,30.8,19,4.1
2/1/1992,23.5,29.7,19,24
3/1/1992,23.6,29.3,19.7,1.4
4/1/1992,22.1,29.3,15.7,0.1
5/1/1992,22,28.9,16.2,0.1
6/1/1992,24.8,30.1,21,8.2
7/1/1992,23,26.8,18.9,24
8/1/1992,21.8,25.2,19.1,0.2
9/1/1992,21.2,23.6,18.9,0.2
10/1/1992,21.1,24.5,17.6,0
11/1/1992,21.9,24.5,19.4,0
12/1/1992,21.7,25.9,16.7,0
13/1/1992,20.6,27.8,13.2,0
14/1/1992,21.9,27.9,16.2,0
15/1/1992,21.3,28,14.4,0
16/1/1992,23.1,29.8,17.3,0
17/1/1992,22.6,27.8,17.5,0.6
18/1/1992,22.9,28.9,18.3,0
19/1/1992,22.2,29.3,15.2,0
20/1/1992,23.2,29.4,18.6,0
21/1/1992,22.3,26.7,16.7,0
22/1/1992,24.2,29.3,18.8,2.2
23/1/1992,25.3,32.9,19.8,11.1
24/1/1992,23,34.8,7.6,0
25/1/1992,21.5,28.7,13.8,0
26/1/1992,23.6,29.2,17.5,0.3
27/1/1992,24.4,30.6,19.9,4
28/1/1992,21.9,31.6,11.6,21.2
29/1/1992,18.5,28.3,9.7,0
30/1/1992,22.2,30.2,12.7,0
31/1/1992,23.2,31.8,13.7,0
1/2/1992,23.8,31.8,15.9,0.8
2/2/1992,23.9,28.8,18.3,3.2
3/2/1992,24.7,31.7,19,0.3
4/2/1992,24.2,32.5,19.4,10.1
5/2/1992,23.3,30.3,17.9,0.3
6/2/1992,22.7,29.7,17.8,0.4
7/2/1992,23.9,29.9,19.5,2.3
8/2/1992,23.4,29.4,18.2,0.1
9/2/1992,25.9,32,21.1,5.2
10/2/1992,25,31.7,20.3,15.5
11/2/1992,22.5,28.5,17.3,0
12/2/1992,23.6,30.2,18.1,0.1
13/2/1992,22.5,31.1,15.4,0
14/2/1992,23.4,29.6,18.2,0
15/2/1992,24,30.1,18.8,0
16/2/1992,23.9,32.4,18.6,12.5
17/2/1992,22,27.6,16.5,0
18/2/1992,21.4,29.4,14.9,0
19/2/1992,22,30.9,15.1,0
20/2/1992,26.9,34.7,18.8,0
21/2/1992,26.1,33.9,21.5,0.4
22/2/1992,26,32.4,22.5,0.1
23/2/1992,29.1,38.4,22.1,0
24/2/1992,27.8,34.8,23,0
25/2/1992,25.6,32.2,19.6,0.2
26/2/1992,24.8,31.7,17.7,0
27/2/1992,24.8,32.5,17,0
28/2/1992,26.2,34.6,18.8,0
29/2/1992,26.2,33.3,20.7,0
1/3/1992,26.1,34.3,20.8,0
2/3/1992,26.4,34.4,20.9,0.1
3/3/1992,25.8,35.8,21.7,0.9
4/3/1992,23.9,31.1,20,0.4
5/3/1992,22.3,25.2,21.1,13.4
6/3/1992,23.5,28.1,21.3,0.5
7/3/1992,22.4,27.8,19,13.2
8/3/1992,22.8,31.6,15.9,0
9/3/1992,22.3,30,17.7,3.5
10/3/1992,21.4,28.7,16.6,0.3
11/3/1992,20.4,27.4,15.2,0.1
12/3/1992,23.2,30.5,16.5,0.1
13/3/1992,24,34.3,18.5,0.3
14/3/1992,22.3,28,16.7,0
15/3/1992,23.5,31,18.9,0.1
16/3/1992,21.3,27.6,15.6,0.1
17/3/1992,22.1,29.2,16.5,0
18/3/1992,21.4,28.3,15,0.2
19/3/1992,21.7,26.3,17.8,1.4
20/3/1992,21.7,27,18.1,2.7
21/3/1992,22.2,28.6,16.7,0
22/3/1992,20.7,29.6,12.3,0
23/3/1992,21.2,30.5,14.2,0
24/3/1992,22.5,31.9,13.9,0
25/3/1992,23.2,30.7,18.1,1.4
26/3/1992,21.5,28,16.8,0.2
27/3/1992,21.8,28.1,15.9,0
28/3/1992,22.1,29.9,16.1,0
29/3/1992,21.6,27.5,15.7,0
30/3/1992,21.7,30,15.7,0.3
31/3/1992,20.6,30.6,15.7,4.3
1/4/1992,21.6,29.7,15.1,0
2/4/1992,23.3,31.4,18.8,0
3/4/1992,22.9,31.6,18.3,1.5
4/4/1992,20.5,29.8,15.4,4.4
5/4/1992,20.6,28.7,15.7,0.5
6/4/1992,19.6,26.6,14.3,0.3
7/4/1992,21,27.8,14.2,0
8/4/1992,23,29.8,18.7,0
9/4/1992,23.4,34.4,15.6,0.3
10/4/1992,20.2,27.9,13.6,0
11/4/1992,21.7,29,17.1,0.1
12/4/1992,20.3,27.6,14.8,0.1
13/4/1992,18.8,26.5,16.1,12.4
14/4/1992,20.7,25.5,18.7,1
15/4/1992,20.4,21.6,19.9,54.5
16/4/1992,20.6,25.4,18.6,12.5
17/4/1992,20.2,28,14.2,0.2
18/4/1992,17.7,25.9,11.6,0.7
19/4/1992,18.4,25.3,13.4,0
20/4/1992,19.5,26.5,14.8,1.3
21/4/1992,17.9,24.2,13.8,0.4
22/4/1992,18,23.7,13.3,0
23/4/1992,18,23,14.1,0
24/4/1992,18.3,22.9,13.1,0
25/4/1992,17.3,24,11.4,0
26/4/1992,18,24.7,13.1,0
27/4/1992,18.5,26.2,12.9,0
28/4/1992,18.5,24.6,13.1,0
29/4/1992,18.9,25.4,12.9,0
30/4/1992,20.7,26.8,15.8,0.2
1/5/1992,18.9,24.1,16.7,4.5
2/5/1992,19.5,27.1,14.6,7.8
3/5/1992,15.2,23.2,8.7,0
4/5/1992,14.4,21.4,8.9,0
5/5/1992,17.4,21.3,15.5,1.8
6/5/1992,16.8,20.3,13.8,11.8
7/5/1992,17.6,21.7,14.7,3.3
8/5/1992,16.7,23.6,10.5,4.9
9/5/1992,13.8,22.5,7.9,0
10/5/1992,14.8,20.9,10,0
11/5/1992,16.4,18.7,15.6,10.9
12/5/1992,16.7,17.9,16,26.2
13/5/1992,17.6,19.4,16.8,48.7
14/5/1992,18.2,19.4,15.3,31.6
15/5/1992,18.2,22.3,15.4,3.4
16/5/1992,17.4,23.2,12.5,0
17/5/1992,16.5,21.1,14,0
18/5/1992,15.8,19.2,13.4,0
19/5/1992,15.4,19.7,12.2,0
20/5/1992,17.8,23.3,14,0.1
21/5/1992,17.5,21.8,14.4,0
22/5/1992,16.9,21.6,13.3,0.1
23/5/1992,16.2,21.4,13.1,0.1
24/5/1992,14.6,21.3,10.3,0
25/5/1992,14.8,21.8,9.2,0.1
26/5/1992,15.7,21.9,11.2,0.1
27/5/1992,18.4,22.5,16.1,7.8
28/5/1992,16.5,22.3,13.5,3.4
29/5/1992,12.5,19.4,5.8,0
30/5/1992,14.3,19.7,10.9,0
31/5/1992,15,21.6,9.5,0
1/6/1992,13.3,22.6,5.5,0
2/6/1992,10.4,19.8,3.7,0
3/6/1992,16.8,21.7,14.3,2.6
4/6/1992,16.7,20.2,14,4.3
5/6/1992,16.7,20.6,13.7,0.2
6/6/1992,13.5,21.5,6.4,0
7/6/1992,10.8,17.4,4.5,0
8/6/1992,11.1,19.2,5.9,0
9/6/1992,11.2,17.1,6.3,0
10/6/1992,12,18.7,7.4,0
11/6/1992,11.7,18,8.1,0
12/6/1992,12.1,19.1,8.4,0
13/6/1992,12.4,19.3,7.5,0
14/6/1992,12.1,18.5,8.5,0
15/6/1992,13.6,19.8,10.2,0.2
16/6/1992,14.5,18,12.8,1.6
17/6/1992,15,20.5,10.2,0.1
18/6/1992,14.2,20.8,9,0
19/6/1992,14.2,21,9.2,0
20/6/1992,11.1,18.1,6.1,0
21/6/1992,11.3,17.1,7.2,0
22/6/1992,13,17.8,10,0.6
23/6/1992,12.2,19.3,8.4,0.2
24/6/1992,12.1,13.6,11.4,20.8
25/6/1992,12.6,16.1,7.4,6.8
26/6/1992,9.3,13.6,6.3,0
27/6/1992,9.3,15.2,5.4,0
28/6/1992,10.7,17.7,5.3,0
29/6/1992,12.5,16.8,8.6,1.5
30/6/1992,12,18.6,8.3,0
1/7/1992,14.1,18.6,11.8,19.2
2/7/1992,12,16.3,9.7,1.1
3/7/1992,12.9,19.5,6.9,0
4/7/1992,11.7,18.6,7.5,2.3
5/7/1992,10,17.9,5,0
6/7/1992,9.7,17.7,4.8,0
7/7/1992,10.6,16.1,7.9,0
8/7/1992,10.8,16.9,6.4,0
9/7/1992,10.9,17.5,6.8,0
10/7/1992,12.5,19.4,7.7,0
11/7/1992,12.4,19.6,7.8,0
12/7/1992,10.8,17.2,5.6,0
13/7/1992,10.9,16.7,6.5,0
14/7/1992,10.8,17.7,5.6,0
15/7/1992,12.8,17.4,8.7,0
16/7/1992,11.9,19.4,5.6,0
17/7/1992,11,17.4,5.5,0
18/7/1992,9.6,16.5,4.6,0
19/7/1992,8.8,15.2,4.2,0
20/7/1992,9.1,17.3,2.9,0
21/7/1992,14,18.5,11.9,2.8
22/7/1992,12.2,13.4,11.2,20
23/7/1992,13.4,18.1,12.1,22.5
24/7/1992,14.8,19.6,12,4.3
25/7/1992,13.4,19.4,8.5,0.4
26/7/1992,11.6,18.9,4.8,0
27/7/1992,9.2,16.6,3.1,0
28/7/1992,6.7,14.5,1.2,0
29/7/1992,8.6,16.3,2.7,0
30/7/1992,14.1,16.8,12.2,29.8
31/7/1992,12.2,16,9,19.2
1/8/1992,15.1,17.4,14.2,5.7
2/8/1992,13.8,16.9,11.8,2.2
3/8/1992,13.4,18.6,8.3,6.3
4/8/1992,11.8,18.6,6.3,0
5/8/1992,11.1,18.7,5.6,0
6/8/1992,11.4,19.1,6.3,0
7/8/1992,9.9,18.3,4.9,0
8/8/1992,9.4,17.8,3.8,0
9/8/1992,10.9,18.6,5,0.3
10/8/1992,12.2,18.4,7.1,0
11/8/1992,11.8,19.8,6.5,0
12/8/1992,11.6,18.1,5.9,0
13/8/1992,9.4,17.4,2.5,0
14/8/1992,8.5,15.6,1,0.1
15/8/1992,10.7,17,5.7,0
16/8/1992,11.5,18.4,5.4,0
17/8/1992,10.6,17.3,5.2,0
18/8/1992,11.2,18.1,5.5,0
19/8/1992,10.3,18.8,4.6,0
20/8/1992,9.6,19.4,1.9,1.3
21/8/1992,14,18.7,11,14.8
22/8/1992,14,23,6.9,0
23/8/1992,14.8,21.2,11.3,7.9
24/8/1992,14,18.8,10.4,3.7
25/8/1992,11.7,20.1,5.3,0
26/8/1992,11.9,20.4,2.5,0
27/8/1992,11.5,19.3,6.3,0.1
28/8/1992,11.6,20.7,3.7,0
29/8/1992,14.9,22.1,8.3,0
30/8/1992,15.8,23.6,9.7,1.6
31/8/1992,13.5,20.6,9.3,4.5
1/9/1992,14.5,21.2,10.3,1.3
2/9/1992,15.1,17.5,11.7,25.5
3/9/1992,15.6,17.5,13.9,80.9
4/9/1992,16.5,18.3,15,30.3
5/9/1992,16.6,21.1,13.1,8.1
6/9/1992,16.6,24.8,8.9,3.6
7/9/1992,13.5,21,8.5,1.1
8/9/1992,17.2,22.9,13.1,0.2
9/9/1992,17.4,27.5,8.9,1.8
10/9/1992,14.9,20.8,10.8,0
11/9/1992,16.1,20.2,13.8,10.4
12/9/1992,15.1,18.6,9.8,30.5
13/9/1992,14.8,20.2,10.2,0
14/9/1992,15.8,21.2,12.5,0
15/9/1992,14.4,20.1,9.6,0
16/9/1992,16.8,23.5,11.8,0.1
17/9/1992,16.9,25.7,9.6,0
18/9/1992,13.9,21.8,6.8,0
19/9/1992,13.2,20.7,8,0
20/9/1992,13.7,21,6.6,0
21/9/1992,16.1,23.2,8.8,0
22/9/1992,19.2,25.5,11.6,0.1
23/9/1992,19.9,28.5,14.9,9.1
24/9/1992,17.4,19.8,14.2,0.6
25/9/1992,16,20.9,10.3,0.6
26/9/1992,14.6,20,9.6,0.8
27/9/1992,17,21.7,12.6,0.3
28/9/1992,17.1,21.4,13.8,44.6
29/9/1992,16,24.5,9.4,0
30/9/1992,15.7,24.2,9,0.5
1/10/1992,16.7,21.9,11.8,33.5
2/10/1992,14.1,18.8,10.2,4.6
3/10/1992,14.5,19,11.5,0
4/10/1992,15.3,21.2,9.2,0
5/10/1992,13.2,20.7,6.6,0.5
6/10/1992,14.6,21.5,8,0
7/10/1992,15.8,22.6,10.9,0.6
8/10/1992,17.1,23.4,11.3,15.8
9/10/1992,16.9,23,13.9,0
10/10/1992,18,24.7,11,0
11/10/1992,17.7,24.6,12.5,0.2
12/10/1992,17.2,23,11.9,0
13/10/1992,19.7,27.2,14.2,0.1
14/10/1992,21.1,30.1,13.9,0.2
15/10/1992,19.1,25.3,15.5,13.5
16/10/1992,19.5,22,17.2,10.8
17/10/1992,19.3,25.1,17.8,25.3
18/10/1992,17.8,26.6,9.9,0
19/10/1992,18.3,25.2,12.6,0
20/10/1992,17.3,26.4,8.4,0
21/10/1992,17.3,25.8,10.1,0.1
22/10/1992,20.6,24.7,17.7,0.3
23/10/1992,22.8,27.5,19.7,16.8
24/10/1992,21.9,32.9,10.3,0.6
25/10/1992,17.6,26.4,10.6,0
26/10/1992,18.9,26.3,10.9,0.3
27/10/1992,19.9,27.3,12.5,0.4
28/10/1992,19.7,26.2,13.2,10.5
29/10/1992,21,28.5,17.1,34.3
30/10/1992,19.5,24.3,16.5,13.3
31/10/1992,17.6,23.3,11.7,0
1/11/1992,17.7,25.3,10.4,0
2/11/1992,19.6,27.2,12.8,0.2
3/11/1992,19.2,25.7,13.1,0.2
4/11/1992,19.9,25.4,15.5,1.1
5/11/1992,19.2,25.4,14.1,1.5
6/11/1992,19.4,25,13.7,0
7/11/1992,21.2,27.1,14.2,0
8/11/1992,20.1,25.7,14.3,0
9/11/1992,21.2,27,16,0.1
10/11/1992,22,27.8,17.4,0
11/11/1992,23,31.1,18.3,7.9
12/11/1992,21.8,27.3,18.5,1
13/11/1992,20.5,27.5,15.6,1.9
14/11/1992,16.9,21.7,14.6,1.1
15/11/1992,16.2,21,12.2,0.1
16/11/1992,16.1,22.8,9.8,0.1
17/11/1992,16.7,24.1,9.8,0.1
18/11/1992,17.8,24.6,11.9,0
19/11/1992,19.6,26.3,14.1,1.2
20/11/1992,18.5,24.3,13.2,0
21/11/1992,18.8,25.4,14.3,0.1
22/11/1992,19.7,24.7,14.6,0.8
23/11/1992,19.1,25.7,12.5,0.3
24/11/1992,19.9,26.5,13.3,0.1
25/11/1992,21.7,28.4,15.2,0
26/11/1992,23.9,31.2,16.4,0.1
27/11/1992,23,30.3,15.3,0
28/11/1992,24.2,30.2,17.3,0
29/11/1992,23.8,30.7,17,4.7
30/11/1992,23.6,29.5,19.3,18.6
1/12/1992,23.4,30.8,17.1,4.9
2/12/1992,25.2,30.3,21,14.2
3/12/1992,22,32,18.1,1.8
4/12/1992,19.8,24.1,16.4,0.3
5/12/1992,20.6,25.7,15.9,0.6
6/12/1992,21.4,25.1,18.7,20
7/12/1992,22.4,29.3,17.7,2.7
8/12/1992,25.2,32.1,20.1,1.3
9/12/1992,21.7,32.1,17.9,89.7
10/12/1992,20.1,23.9,16.4,0.1
11/12/1992,19,25.4,13.6,0
12/12/1992,19.2,26.2,12.7,0
13/12/1992,20.2,27,14,0
14/12/1992,21.6,27.8,16.2,0
15/12/1992,23.2,27.8,18.2,0
16/12/1992,22,28.7,16.5,11.1
17/12/1992,21.2,27.8,15.2,0
18/12/1992,22.4,28.3,17.4,3.5
19/12/1992,21,25.3,16.1,11.3
20/12/1992,20.3,25.2,16.5,0.2
21/12/1992,19.4,25,13.7,0.1
22/12/1992,18.7,26.1,10.8,0
23/12/1992,19.5,27,13.7,0
24/12/1992,20.2,27.7,14.3,0
25/12/1992,20.1,27.6,12,0
26/12/1992,24.3,30.2,18.7,0.6
27/12/1992,25.3,34.8,13.1,1.1
28/12/1992,21.6,30.7,14.5,0
29/12/1992,21.2,31.6,9.2,0
30/12/1992,22.2,32.4,11.5,0
31/12/1992,27.7,33.3,21.9,0
1/1/1993,26.2,36.3,16.8,5.6
2/1/1993,24.2,35.8,15.8,0
3/1/1993,27.7,33,23.9,8.1
4/1/1993,25.7,34.2,21.6,1.8
5/1/1993,27.1,32.6,22.5,0.5
6/1/1993,27.1,33.3,23.5,16
7/1/1993,26.5,36.1,18.7,0
8/1/1993,23.3,28.3,20.1,0.9
9/1/1993,21.3,27.2,17.3,10.7
10/1/1993,23.1,29.7,18.3,0.4
11/1/1993,22.8,28.3,17.3,0.2
12/1/1993,22.9,28.2,18.6,0.1
13/1/1993,22.9,28.4,18.1,4.2
14/1/1993,24.1,29.7,20.4,12.5
15/1/1993,22.1,28.4,18.1,0.3
16/1/1993,20,25.8,14.3,0
17/1/1993,21.5,27.7,16.1,5.7
18/1/1993,23.6,29.4,16.8,1.7
19/1/1993,23.7,30.4,17,0.7
20/1/1993,22.5,30,15.6,0
21/1/1993,22.2,28.4,18.5,18.1
22/1/1993,21.1,25.2,17.2,0.7
23/1/1993,22.5,27.2,19.4,1
24/1/1993,21.1,24.4,19.6,17.7
25/1/1993,20.9,23.8,19.4,6.3
26/1/1993,22.6,27.6,17,0.4
27/1/1993,22.8,28.8,17.6,18.3
28/1/1993,24.1,31,17.1,3.7
29/1/1993,26.9,34,20.6,0.7
30/1/1993,25.9,33.9,21.9,15.4
31/1/1993,23.9,29.1,19,16
1/2/1993,20.4,25.1,15.6,0
2/2/1993,20.6,24.9,17,0
3/2/1993,20.5,27.2,14.3,0
4/2/1993,23.3,29.3,18,0
5/2/1993,24.1,28.7,21.8,3.6
6/2/1993,21.7,23.1,20.6,17.4
7/2/1993,22.1,23.1,21.6,29.9
8/2/1993,22.2,25.2,19.2,6.9
9/2/1993,22.6,26.3,20.4,4.9
10/2/1993,21.4,23.5,19.6,9.7
11/2/1993,21.2,24.2,18.6,5.5
12/2/1993,21.1,24.9,17.8,6.1
13/2/1993,20.9,25.5,17.3,3
14/2/1993,20.5,26.6,15,1.1
15/2/1993,22.1,28.5,18.1,0.8
16/2/1993,21.2,25.1,17.9,1.7
17/2/1993,21.3,27.6,15.7,0.4
18/2/1993,21.6,29.5,14.3,0
19/2/1993,23,29.1,19.9,5.4
20/2/1993,21.5,25.7,18.3,0.1
21/2/1993,21.3,25.4,18.9,1.3
22/2/1993,21.8,27.6,17.7,0.8
23/2/1993,21.7,27.3,17.9,0.8
24/2/1993,21.2,26.3,17.8,1.7
25/2/1993,20.8,26.3,15.9,0.7
26/2/1993,21.1,26.3,16.5,0.9
27/2/1993,21.6,28.1,16,0.1
28/2/1993,23.3,29.1,19.2,0.8
1/3/1993,20.4,28.4,14.9,0
2/3/1993,20.2,26.8,14.4,0
3/3/1993,20.4,26.9,13.9,0.3
4/3/1993,20.7,28.1,15.3,1.3
5/3/1993,19.3,25.8,12.8,0
6/3/1993,20.1,26.9,14.4,0
7/3/1993,20.4,26.9,15.2,0.1
8/3/1993,20,26.4,15,0.7
9/3/1993,20.2,27.4,14.2,0.1
10/3/1993,21.1,28.4,14,0.1
11/3/1993,22.4,27.9,16.2,0.2
12/3/1993,22.8,28.5,16.6,0
13/3/1993,24.1,29.8,20.2,1.3
14/3/1993,22.5,29.5,16.8,1.3
15/3/1993,22.6,31.4,17.3,2.5
16/3/1993,21.6,27.9,16.3,0.4
17/3/1993,24.2,31.5,19,1.4
18/3/1993,19.9,31.3,10.4,0
19/3/1993,20.6,29.2,13.7,0
20/3/1993,21.2,29.9,15.1,0.6
21/3/1993,20.4,28.7,13.9,0.4
22/3/1993,20.4,29.4,13.1,0
23/3/1993,22,30.6,15.6,5.4
24/3/1993,20.5,23.5,18.1,15.2
25/3/1993,19,24.5,16,1.7
26/3/1993,18.7,22.1,16.9,5.4
27/3/1993,19.3,21,18.6,36.5
28/3/1993,20.3,21.4,19.7,58.2
29/3/1993,20.5,26.5,18.8,4.5
30/3/1993,22,28.4,17.1,1.2
31/3/1993,22.2,30.3,15.8,1.4
1/4/1993,23.8,30.1,19.4,0.1
2/4/1993,25,31.6,19.5,0.7
3/4/1993,19.9,30.8,12.2,0
4/4/1993,17.3,24.1,10.8,0
5/4/1993,18.1,25.4,12.7,0
6/4/1993,20.4,27.1,16.6,0.3
7/4/1993,16.8,19.1,15.2,11.8
8/4/1993,17.1,22.2,13.2,0
9/4/1993,17.1,24.3,12,0.2
10/4/1993,18.4,23.1,15.1,0.3
11/4/1993,20.6,25.6,16.3,3.5
12/4/1993,20,28,15.1,5.5
13/4/1993,18,21.2,15.7,16.7
14/4/1993,17.2,21.3,14.4,1.1
15/4/1993,18.5,22.7,15.9,1.1
16/4/1993,17.7,21.3,16.2,30.2
17/4/1993,19,22.4,17.1,1.2
18/4/1993,19.4,24.9,15,0.2
19/4/1993,16.4,25.9,7.9,0
20/4/1993,13,20.1,7.5,0
21/4/1993,13.7,20.7,7.7,0
22/4/1993,17.1,23.7,11.9,0
23/4/1993,16.8,23.2,11.2,0
24/4/1993,17.2,25.2,11,0
25/4/1993,18.4,22.8,16.3,0.3
26/4/1993,18.1,20.7,16.2,2
27/4/1993,16.9,18.1,15.9,3.9
28/4/1993,17.3,22.2,15.2,8.5
29/4/1993,16.8,20,14.5,7.5
30/4/1993,18.2,24.6,13.8,4.2
1/5/1993,16.7,23.5,11.5,0
2/5/1993,16,23.2,11,0
3/5/1993,17.4,21.9,13.3,0
4/5/1993,16.5,23.4,11.7,0
5/5/1993,16.5,23.2,11.4,0.6
6/5/1993,16.5,22.3,12.4,0.1
7/5/1993,16.5,24.4,10.9,0
8/5/1993,17.9,23.7,14.4,0
9/5/1993,17.2,24.4,11.6,0
10/5/1993,17.2,25.5,11.9,0
11/5/1993,17.8,25.5,11.5,0
12/5/1993,19.1,22.8,17.4,14.3
13/5/1993,18.6,21.1,17.4,17.8
14/5/1993,18.3,23.2,14.9,1.9
15/5/1993,13.6,25.2,3.9,0.2
16/5/1993,9.6,17.5,3.9,0
17/5/1993,12.3,19.2,6.6,0
18/5/1993,15.4,21.6,11.7,0
19/5/1993,16.4,21.9,13.5,0
20/5/1993,15.7,21,12.1,0
21/5/1993,15,21.5,10.8,0
22/5/1993,16.5,20.1,14.9,9.2
23/5/1993,16.2,17.1,15.5,112.6
24/5/1993,16.9,17.7,16.3,146.3
25/5/1993,17.3,18.1,17,59.8
26/5/1993,16.8,19.8,15.2,5.1
27/5/1993,16.9,21.4,13.2,0
28/5/1993,15.7,21.8,12,0
29/5/1993,14.8,21.9,9.8,0
30/5/1993,15.2,22.4,10.2,0
31/5/1993,15,22.9,9.7,0.1
1/6/1993,17,22.2,13.8,0.2
2/6/1993,13.9,22.7,7.3,0
3/6/1993,9.3,16.4,4.2,0
4/6/1993,8.2,15.2,3.9,0
5/6/1993,8.7,16.3,3.9,0
6/6/1993,9.9,15.9,6,0
7/6/1993,10.1,16.8,5.7,0
8/6/1993,11.3,18.9,6.8,0
9/6/1993,11,18.3,6.6,0
10/6/1993,10.1,18.3,4.3,0
11/6/1993,11.9,17.9,8,2.4
12/6/1993,9.5,15.4,5.8,0
13/6/1993,8.1,13,4.6,0
14/6/1993,10.2,12.4,8.5,0
15/6/1993,10.6,15.7,7,0
16/6/1993,11.1,18.2,6,0
17/6/1993,11.3,18.6,6.3,0
18/6/1993,11.8,19.2,6.8,0
19/6/1993,12.8,19.4,9.1,0.1
20/6/1993,12.6,18.8,6.6,0
21/6/1993,10.1,18,4.8,0.5
22/6/1993,12.4,15.8,10.9,8.2
23/6/1993,12.7,18.8,8.3,0
24/6/1993,14.2,19.9,10.3,0
25/6/1993,12.7,20.8,6.5,0.1
26/6/1993,12.3,21.1,6.1,0
27/6/1993,10,20,3.7,0
28/6/1993,12.3,20.6,5.9,0
29/6/1993,14.8,21.8,9.7,0
30/6/1993,14.9,21,10.3,0.1
1/7/1993,15.4,21.9,9.1,0.5
2/7/1993,17,22.8,12.7,0
3/7/1993,12.2,20.1,6.8,0
4/7/1993,10.3,15.9,5.5,0
5/7/1993,9.7,16.6,5.4,0
6/7/1993,8.8,16.4,3.9,0
7/7/1993,12.5,18.6,7.8,0.7
8/7/1993,10.4,15.1,6.4,0
9/7/1993,9.6,15,4.8,0
10/7/1993,8.6,16.5,2.8,0
11/7/1993,8,17.2,2,0
12/7/1993,13,18.7,8.9,0
13/7/1993,14.1,20.7,8.2,0.9
14/7/1993,12.6,20.5,8.1,0.4
15/7/1993,9.6,18.6,2.7,0
16/7/1993,9.8,18.9,3.1,0
17/7/1993,9.3,19,2.3,0
18/7/1993,12.7,20.2,8.9,0
19/7/1993,9.3,16.4,3.8,0
20/7/1993,8.8,18,2.9,0
21/7/1993,10.3,16.9,4.5,0
22/7/1993,8.5,15.5,2.7,0
23/7/1993,10,15.4,6.7,0
24/7/1993,10.3,19.3,3.7,0
25/7/1993,11.7,17.7,7.4,2.4
26/7/1993,10.8,17.4,5.1,0
27/7/1993,9,17.8,2.7,0
28/7/1993,10.8,19,3.7,0.2
