date,location,latitude,longitude,temperature_2m_max,temperature_2m_min,shortwave_radiation_sum,relativehumidity_2m,precipitation_sum,et0_fao_evapotranspiration
2040-01-01,Mossman Mill,-16.458395872325614,145.37872247775334,32.3,28.5,18.79,82,5.02,4.06
2040-01-02,Mossman Mill,-16.458395872325614,145.37872247775334,33.4,27.7,21.61,80,0.61,4.45
2040-01-03,Mossman Mill,-16.458395872325614,145.37872247775334,34.6,27.8,24.24,83,2.05,5.35
2040-01-04,Mossman Mill,-16.458395872325614,145.37872247775334,33.3,27.1,23.75,88,9.33,5.53
2040-01-05,Mossman Mill,-16.458395872325614,145.37872247775334,31.8,26.3,20.94,89,5.43,4.74
2040-01-06,Mossman Mill,-16.458395872325614,145.37872247775334,29.5,25.9,19.44,95,7.89,4.14
2040-01-07,Mossman Mill,-16.458395872325614,145.37872247775334,29.1,25.9,19.54,94,3.59,4.08
2040-01-08,Mossman Mill,-16.458395872325614,145.37872247775334,30.6,25.2,22.27,89,1.74,4.65
2040-01-09,Mossman Mill,-16.458395872325614,145.37872247775334,30.7,25.2,24.9,87,1.95,5.43
2040-01-10,Mossman Mill,-16.458395872325614,145.37872247775334,31.9,25.8,25.52,85,1.03,5.73
2040-01-11,Mossman Mill,-16.458395872325614,145.37872247775334,30.6,26.2,22.1,91,9.33,4.99
2040-01-12,Mossman Mill,-16.458395872325614,145.37872247775334,30.3,24.7,21.81,92,18.87,4.86
2040-01-13,Mossman Mill,-16.458395872325614,145.37872247775334,31.4,27.1,20.4,87,4.21,4.52
2040-01-14,Mossman Mill,-16.458395872325614,145.37872247775334,33.1,27.6,21.42,81,1.44,4.71
2040-01-15,Mossman Mill,-16.458395872325614,145.37872247775334,34.3,27.4,23.25,80,2.98,5.02
2040-01-16,Mossman Mill,-16.458395872325614,145.37872247775334,34.2,27.4,22.76,83,3.9,5.09
2040-01-17,Mossman Mill,-16.458395872325614,145.37872247775334,33.6,27.4,23.37,85,3.39,5.34
2040-01-18,Mossman Mill,-16.458395872325614,145.37872247775334,31.4,26.5,16.7,90,10.37,3.55
2040-01-19,Mossman Mill,-16.458395872325614,145.37872247775334,29.6,26.2,20.15,95,9.34,3.9
2040-01-20,Mossman Mill,-16.458395872325614,145.37872247775334,29.3,25.5,22.59,94,7.29,4.57
2040-01-21,Mossman Mill,-16.458395872325614,145.37872247775334,29.9,25.4,23.92,92,2.87,5.08
2040-01-22,Mossman Mill,-16.458395872325614,145.37872247775334,30.2,25.7,20.49,92,2.67,4.4
2040-01-23,Mossman Mill,-16.458395872325614,145.37872247775334,30.5,25.6,19.99,92,31.21,4.36
2040-01-24,Mossman Mill,-16.458395872325614,145.37872247775334,29.0,25.4,12.79,97,20.95,2.37
2040-01-25,Mossman Mill,-16.458395872325614,145.37872247775334,27.9,26.0,8.33,96,14.27,1.46
2040-01-26,Mossman Mill,-16.458395872325614,145.37872247775334,29.0,25.6,10.06,93,10.17,1.82
2040-01-27,Mossman Mill,-16.458395872325614,145.37872247775334,26.9,26.1,3.96,97,37.08,0.72
2040-01-28,Mossman Mill,-16.458395872325614,145.37872247775334,28.2,26.2,6.81,93,6.88,1.44
2040-01-29,Mossman Mill,-16.458395872325614,145.37872247775334,30.9,26.1,22.59,89,3.39,5.02
2040-01-30,Mossman Mill,-16.458395872325614,145.37872247775334,34.4,27.6,26.36,77,0.21,5.79
2040-01-31,Mossman Mill,-16.458395872325614,145.37872247775334,32.7,26.9,19.35,89,21.58,4.31
2040-02-01,Mossman Mill,-16.458395872325614,145.37872247775334,30.6,26.2,16.71,93,12.64,3.87
2040-02-02,Mossman Mill,-16.458395872325614,145.37872247775334,29.6,25.8,16.41,96,18.09,3.54
2040-02-03,Mossman Mill,-16.458395872325614,145.37872247775334,28.9,26.0,14.99,91,2.16,2.93
2040-02-04,Mossman Mill,-16.458395872325614,145.37872247775334,31.1,24.7,19.9,86,10.38,4.12
2040-02-05,Mossman Mill,-16.458395872325614,145.37872247775334,31.6,25.7,24.09,85,0.41,5.4
2040-02-06,Mossman Mill,-16.458395872325614,145.37872247775334,32.8,25.5,24.51,84,0.62,5.54
2040-02-07,Mossman Mill,-16.458395872325614,145.37872247775334,32.9,26.6,23.09,84,0.0,5.36
2040-02-08,Mossman Mill,-16.458395872325614,145.37872247775334,31.6,25.2,22.39,88,1.23,4.82
2040-02-09,Mossman Mill,-16.458395872325614,145.37872247775334,31.6,26.7,20.56,88,2.16,4.28
2040-02-10,Mossman Mill,-16.458395872325614,145.37872247775334,30.2,27.1,14.43,90,3.5,2.94
2040-02-11,Mossman Mill,-16.458395872325614,145.37872247775334,30.0,26.7,10.44,91,10.39,2.2
2040-02-12,Mossman Mill,-16.458395872325614,145.37872247775334,29.4,27.0,6.86,91,7.82,1.47
2040-02-13,Mossman Mill,-16.458395872325614,145.37872247775334,29.8,27.3,7.58,89,3.29,1.54
2040-02-14,Mossman Mill,-16.458395872325614,145.37872247775334,31.0,27.5,11.08,91,19.96,2.12
2040-02-15,Mossman Mill,-16.458395872325614,145.37872247775334,30.4,27.9,11.18,91,10.7,2.12
2040-02-16,Mossman Mill,-16.458395872325614,145.37872247775334,32.9,28.7,19.5,86,2.98,4.08
2040-02-17,Mossman Mill,-16.458395872325614,145.37872247775334,33.2,26.5,20.85,87,9.26,4.64
2040-02-18,Mossman Mill,-16.458395872325614,145.37872247775334,30.3,26.1,16.85,91,9.47,3.81
2040-02-19,Mossman Mill,-16.458395872325614,145.37872247775334,29.9,25.9,16.35,88,4.42,3.44
2040-02-20,Mossman Mill,-16.458395872325614,145.37872247775334,29.0,25.6,11.52,93,5.04,2.35
2040-02-21,Mossman Mill,-16.458395872325614,145.37872247775334,27.7,24.3,11.94,97,9.47,2.57
2040-02-22,Mossman Mill,-16.458395872325614,145.37872247775334,29.2,25.7,18.43,93,3.91,3.82
2040-02-23,Mossman Mill,-16.458395872325614,145.37872247775334,29.7,26.1,15.45,88,3.6,2.85
2040-02-24,Mossman Mill,-16.458395872325614,145.37872247775334,27.8,25.4,10.21,92,8.75,1.8
2040-02-25,Mossman Mill,-16.458395872325614,145.37872247775334,28.6,25.0,12.69,92,14.52,2.25
2040-02-26,Mossman Mill,-16.458395872325614,145.37872247775334,26.7,24.8,6.91,95,16.27,1.2
2040-02-27,Mossman Mill,-16.458395872325614,145.37872247775334,27.3,25.6,7.54,94,9.47,1.34
2040-02-28,Mossman Mill,-16.458395872325614,145.37872247775334,27.4,26.0,7.44,95,10.19,1.27
2040-02-29,Mossman Mill,-16.458395872325614,145.37872247775334,27.6,26.0,6.62,98,39.03,1.22
2040-03-01,Mossman Mill,-16.458395872325614,145.37872247775334,28.8,25.2,14.27,96,15.76,2.92
2040-03-02,Mossman Mill,-16.458395872325614,145.37872247775334,28.8,25.2,17.07,97,12.26,3.67
2040-03-03,Mossman Mill,-16.458395872325614,145.37872247775334,28.4,25.3,18.21,94,8.65,3.74
2040-03-04,Mossman Mill,-16.458395872325614,145.37872247775334,28.4,25.4,16.24,97,9.46,3.29
2040-03-05,Mossman Mill,-16.458395872325614,145.37872247775334,28.4,25.5,14.57,96,12.64,2.83
2040-03-06,Mossman Mill,-16.458395872325614,145.37872247775334,27.6,26.0,11.88,95,11.4,2.15
2040-03-07,Mossman Mill,-16.458395872325614,145.37872247775334,26.9,26.3,5.37,97,17.24,0.98
2040-03-08,Mossman Mill,-16.458395872325614,145.37872247775334,28.0,26.1,9.19,94,7.89,1.7
2040-03-09,Mossman Mill,-16.458395872325614,145.37872247775334,28.2,25.8,12.28,97,14.54,2.41
2040-03-10,Mossman Mill,-16.458395872325614,145.37872247775334,26.9,25.4,4.74,99,16.06,0.93
2040-03-11,Mossman Mill,-16.458395872325614,145.37872247775334,28.5,25.3,10.1,90,1.74,2.07
2040-03-12,Mossman Mill,-16.458395872325614,145.37872247775334,29.4,25.7,13.91,89,4.6,2.76
2040-03-13,Mossman Mill,-16.458395872325614,145.37872247775334,28.3,25.4,11.94,91,5.3,2.17
2040-03-14,Mossman Mill,-16.458395872325614,145.37872247775334,27.6,26.4,10.19,85,1.94,1.94
2040-03-15,Mossman Mill,-16.458395872325614,145.37872247775334,27.8,25.3,9.77,92,11.71,1.92
2040-03-16,Mossman Mill,-16.458395872325614,145.37872247775334,26.4,23.7,10.07,93,19.02,2.03
2040-03-17,Mossman Mill,-16.458395872325614,145.37872247775334,29.1,23.3,18.08,92,5.49,4.11
2040-03-18,Mossman Mill,-16.458395872325614,145.37872247775334,31.2,25.0,23.0,75,1.93,5.32
2040-03-19,Mossman Mill,-16.458395872325614,145.37872247775334,31.6,24.9,16.83,81,2.23,4.01
2040-03-20,Mossman Mill,-16.458395872325614,145.37872247775334,28.8,25.8,11.59,86,0.71,2.78
2040-03-21,Mossman Mill,-16.458395872325614,145.37872247775334,28.4,24.7,13.33,93,10.01,2.95
2040-03-22,Mossman Mill,-16.458395872325614,145.37872247775334,26.1,24.8,7.99,95,12.72,1.6
2040-03-23,Mossman Mill,-16.458395872325614,145.37872247775334,26.9,24.9,12.7,97,15.33,2.56
2040-03-24,Mossman Mill,-16.458395872325614,145.37872247775334,28.4,24.6,14.23,94,14.5,2.86
2040-03-25,Mossman Mill,-16.458395872325614,145.37872247775334,26.7,24.6,9.52,95,15.89,1.85
2040-03-26,Mossman Mill,-16.458395872325614,145.37872247775334,26.2,24.0,11.45,95,10.04,2.25
2040-03-27,Mossman Mill,-16.458395872325614,145.37872247775334,27.0,24.1,10.94,93,4.31,2.18
2040-03-28,Mossman Mill,-16.458395872325614,145.37872247775334,28.6,23.2,18.18,87,2.4,3.81
2040-03-29,Mossman Mill,-16.458395872325614,145.37872247775334,31.1,24.1,24.1,82,0.0,5.03
2040-03-30,Mossman Mill,-16.458395872325614,145.37872247775334,29.7,24.4,21.94,85,0.2,4.37
2040-03-31,Mossman Mill,-16.458395872325614,145.37872247775334,29.2,24.8,21.42,85,0.2,4.16
2040-04-01,Mossman Mill,-16.458395872325614,145.37872247775334,30.5,24.8,22.83,82,0.1,4.49
2040-04-02,Mossman Mill,-16.458395872325614,145.37872247775334,29.5,24.5,19.26,82,0.5,3.57
2040-04-03,Mossman Mill,-16.458395872325614,145.37872247775334,28.5,24.7,14.46,86,0.5,2.98
2040-04-04,Mossman Mill,-16.458395872325614,145.37872247775334,29.5,24.5,17.91,88,2.67,3.88
2040-04-05,Mossman Mill,-16.458395872325614,145.37872247775334,29.7,22.5,21.46,86,1.68,4.94
2040-04-06,Mossman Mill,-16.458395872325614,145.37872247775334,30.4,22.4,23.89,83,0.0,5.47
2040-04-07,Mossman Mill,-16.458395872325614,145.37872247775334,29.4,23.9,20.32,88,0.69,4.73
2040-04-08,Mossman Mill,-16.458395872325614,145.37872247775334,28.8,25.3,16.75,88,1.28,3.45
2040-04-09,Mossman Mill,-16.458395872325614,145.37872247775334,27.8,24.7,16.54,91,2.74,3.07
2040-04-10,Mossman Mill,-16.458395872325614,145.37872247775334,26.7,24.5,13.29,90,1.66,2.46
2040-04-11,Mossman Mill,-16.458395872325614,145.37872247775334,27.3,23.5,17.54,90,1.95,3.26
2040-04-12,Mossman Mill,-16.458395872325614,145.37872247775334,26.4,23.6,16.41,88,0.97,3.1
2040-04-13,Mossman Mill,-16.458395872325614,145.37872247775334,26.6,23.6,18.33,86,0.48,3.49
2040-04-14,Mossman Mill,-16.458395872325614,145.37872247775334,27.5,23.2,22.26,81,0.0,4.15
2040-04-15,Mossman Mill,-16.458395872325614,145.37872247775334,27.6,24.0,20.73,83,0.48,3.81
2040-04-16,Mossman Mill,-16.458395872325614,145.37872247775334,27.1,24.0,15.47,88,2.02,2.76
2040-04-17,Mossman Mill,-16.458395872325614,145.37872247775334,26.8,23.9,15.86,92,2.78,2.88
2040-04-18,Mossman Mill,-16.458395872325614,145.37872247775334,26.9,23.5,17.57,87,0.67,3.34
2040-04-19,Mossman Mill,-16.458395872325614,145.37872247775334,28.3,22.8,22.3,83,0.0,4.34
2040-04-20,Mossman Mill,-16.458395872325614,145.37872247775334,28.0,23.4,21.48,81,0.09,4.2
2040-04-21,Mossman Mill,-16.458395872325614,145.37872247775334,27.6,23.6,19.75,86,1.51,3.6
2040-04-22,Mossman Mill,-16.458395872325614,145.37872247775334,26.9,23.8,18.53,85,1.41,3.24
2040-04-23,Mossman Mill,-16.458395872325614,145.37872247775334,27.6,23.0,22.14,80,0.66,4.05
2040-04-24,Mossman Mill,-16.458395872325614,145.37872247775334,27.3,23.6,20.62,79,1.03,3.79
2040-04-25,Mossman Mill,-16.458395872325614,145.37872247775334,26.1,23.1,15.28,87,1.95,2.77
2040-04-26,Mossman Mill,-16.458395872325614,145.37872247775334,26.4,23.0,19.29,81,0.09,3.6
2040-04-27,Mossman Mill,-16.458395872325614,145.37872247775334,26.5,22.3,17.27,84,3.04,3.12
2040-04-28,Mossman Mill,-16.458395872325614,145.37872247775334,26.0,22.7,16.76,86,1.19,3.08
2040-04-29,Mossman Mill,-16.458395872325614,145.37872247775334,26.4,22.7,17.15,84,0.09,3.28
2040-04-30,Mossman Mill,-16.458395872325614,145.37872247775334,26.9,23.4,18.14,83,0.09,3.47
2040-05-01,Mossman Mill,-16.458395872325614,145.37872247775334,26.6,23.3,13.92,86,0.72,2.64
2040-05-02,Mossman Mill,-16.458395872325614,145.37872247775334,25.1,24.5,8.21,81,0.8,1.62
2040-05-03,Mossman Mill,-16.458395872325614,145.37872247775334,25.7,24.9,9.11,83,0.53,1.71
2040-05-04,Mossman Mill,-16.458395872325614,145.37872247775334,27.0,23.7,16.71,84,0.8,2.9
2040-05-05,Mossman Mill,-16.458395872325614,145.37872247775334,26.6,23.6,15.2,81,1.5,2.68
2040-05-06,Mossman Mill,-16.458395872325614,145.37872247775334,25.1,23.0,12.3,86,2.03,2.14
2040-05-07,Mossman Mill,-16.458395872325614,145.37872247775334,26.4,22.7,16.69,76,0.26,3.07
2040-05-08,Mossman Mill,-16.458395872325614,145.37872247775334,25.9,22.4,15.19,86,3.42,2.66
2040-05-09,Mossman Mill,-16.458395872325614,145.37872247775334,24.5,22.7,12.09,90,3.4,2.18
2040-05-10,Mossman Mill,-16.458395872325614,145.37872247775334,24.7,22.3,13.68,90,2.87,2.46
2040-05-11,Mossman Mill,-16.458395872325614,145.37872247775334,25.6,22.0,14.38,90,2.86,2.61
2040-05-12,Mossman Mill,-16.458395872325614,145.37872247775334,24.8,22.7,12.78,90,2.33,2.4
2040-05-13,Mossman Mill,-16.458395872325614,145.37872247775334,25.7,22.7,14.47,83,0.43,2.82
2040-05-14,Mossman Mill,-16.458395872325614,145.37872247775334,26.2,22.3,15.66,83,0.43,3.02
2040-05-15,Mossman Mill,-16.458395872325614,145.37872247775334,25.3,21.6,14.06,88,0.6,2.72
2040-05-16,Mossman Mill,-16.458395872325614,145.37872247775334,25.6,22.2,13.76,88,0.51,2.74
2040-05-17,Mossman Mill,-16.458395872325614,145.37872247775334,25.9,23.0,11.56,80,0.08,2.34
2040-05-18,Mossman Mill,-16.458395872325614,145.37872247775334,25.4,21.7,14.25,75,0.0,2.73
2040-05-19,Mossman Mill,-16.458395872325614,145.37872247775334,23.9,22.3,9.36,74,0.25,1.87
2040-05-20,Mossman Mill,-16.458395872325614,145.37872247775334,24.5,21.1,10.95,76,0.0,2.16
2040-05-21,Mossman Mill,-16.458395872325614,145.37872247775334,25.9,20.3,15.53,83,0.0,3.03
2040-05-22,Mossman Mill,-16.458395872325614,145.37872247775334,25.8,21.4,13.73,88,0.08,2.76
2040-05-23,Mossman Mill,-16.458395872325614,145.37872247775334,26.0,21.7,8.56,87,8.24,1.75
2040-05-24,Mossman Mill,-16.458395872325614,145.37872247775334,22.7,20.7,5.57,97,11.57,1.07
2040-05-25,Mossman Mill,-16.458395872325614,145.37872247775334,25.8,20.0,16.41,84,0.08,3.23
2040-05-26,Mossman Mill,-16.458395872325614,145.37872247775334,26.3,21.2,14.31,89,0.16,2.95
2040-05-27,Mossman Mill,-16.458395872325614,145.37872247775334,25.4,21.3,13.32,88,0.65,2.65
2040-05-28,Mossman Mill,-16.458395872325614,145.37872247775334,26.7,23.2,16.29,84,0.4,3.21
2040-05-29,Mossman Mill,-16.458395872325614,145.37872247775334,26.6,23.9,14.0,92,3.6,2.49
2040-05-30,Mossman Mill,-16.458395872325614,145.37872247775334,26.1,23.0,13.7,88,0.72,2.5
2040-05-31,Mossman Mill,-16.458395872325614,145.37872247775334,25.7,23.3,14.99,81,0.4,2.92
2040-06-01,Mossman Mill,-16.458395872325614,145.37872247775334,24.7,21.8,12.11,89,2.75,2.33
2040-06-02,Mossman Mill,-16.458395872325614,145.37872247775334,25.5,21.5,14.09,81,0.08,2.76
2040-06-03,Mossman Mill,-16.458395872325614,145.37872247775334,24.4,22.3,11.31,86,1.48,2.09
2040-06-04,Mossman Mill,-16.458395872325614,145.37872247775334,24.1,22.5,10.71,91,2.08,1.97
2040-06-05,Mossman Mill,-16.458395872325614,145.37872247775334,25.1,22.0,13.08,93,0.77,2.6
2040-06-06,Mossman Mill,-16.458395872325614,145.37872247775334,25.5,20.2,15.75,92,0.53,3.13
2040-06-07,Mossman Mill,-16.458395872325614,145.37872247775334,26.2,19.9,17.04,87,0.0,3.46
2040-06-08,Mossman Mill,-16.458395872325614,145.37872247775334,26.0,20.3,17.23,85,0.0,3.42
2040-06-09,Mossman Mill,-16.458395872325614,145.37872247775334,25.0,20.7,14.45,83,0.3,2.76
2040-06-10,Mossman Mill,-16.458395872325614,145.37872247775334,24.3,18.8,13.36,86,0.3,2.54
2040-06-11,Mossman Mill,-16.458395872325614,145.37872247775334,24.5,18.1,17.02,83,0.0,3.24
2040-06-12,Mossman Mill,-16.458395872325614,145.37872247775334,25.1,18.7,17.21,81,0.0,3.36
2040-06-13,Mossman Mill,-16.458395872325614,145.37872247775334,25.1,20.6,17.4,78,0.22,3.31
2040-06-14,Mossman Mill,-16.458395872325614,145.37872247775334,22.5,20.0,13.74,75,0.22,2.37
2040-06-15,Mossman Mill,-16.458395872325614,145.37872247775334,22.6,20.7,9.39,88,2.49,1.58
2040-06-16,Mossman Mill,-16.458395872325614,145.37872247775334,23.1,20.7,12.64,87,0.77,2.16
2040-06-17,Mossman Mill,-16.458395872325614,145.37872247775334,22.6,20.8,11.36,89,2.16,1.91
2040-06-18,Mossman Mill,-16.458395872325614,145.37872247775334,23.2,21.1,11.85,86,0.97,2.1
2040-06-19,Mossman Mill,-16.458395872325614,145.37872247775334,23.2,21.0,12.83,88,1.03,2.15
2040-06-20,Mossman Mill,-16.458395872325614,145.37872247775334,23.7,21.3,14.11,87,1.02,2.32
2040-06-21,Mossman Mill,-16.458395872325614,145.37872247775334,23.3,21.6,11.83,91,2.08,1.95
2040-06-22,Mossman Mill,-16.458395872325614,145.37872247775334,24.2,21.8,14.49,88,0.86,2.58
2040-06-23,Mossman Mill,-16.458395872325614,145.37872247775334,24.6,20.8,15.47,88,0.13,2.92
2040-06-24,Mossman Mill,-16.458395872325614,145.37872247775334,24.3,21.7,13.79,90,0.78,2.6
2040-06-25,Mossman Mill,-16.458395872325614,145.37872247775334,24.6,21.0,15.07,88,0.45,2.92
2040-06-26,Mossman Mill,-16.458395872325614,145.37872247775334,23.3,20.6,11.82,91,1.01,2.21
2040-06-27,Mossman Mill,-16.458395872325614,145.37872247775334,24.0,21.6,12.3,91,1.0,2.27
2040-06-28,Mossman Mill,-16.458395872325614,145.37872247775334,24.5,21.4,14.07,91,1.23,2.51
2040-06-29,Mossman Mill,-16.458395872325614,145.37872247775334,24.1,21.3,14.66,90,0.79,2.68
2040-06-30,Mossman Mill,-16.458395872325614,145.37872247775334,24.7,20.4,16.32,89,0.42,3.21
2040-07-01,Mossman Mill,-16.458395872325614,145.37872247775334,24.7,21.3,13.96,91,0.35,2.89
2040-07-02,Mossman Mill,-16.458395872325614,145.37872247775334,25.0,21.3,13.36,92,0.29,2.87
2040-07-03,Mossman Mill,-16.458395872325614,145.37872247775334,25.6,20.3,14.05,92,0.23,2.99
2040-07-04,Mossman Mill,-16.458395872325614,145.37872247775334,25.4,20.1,17.09,82,0.0,3.39
2040-07-05,Mossman Mill,-16.458395872325614,145.37872247775334,23.5,18.8,17.47,74,0.0,3.21
2040-07-06,Mossman Mill,-16.458395872325614,145.37872247775334,22.5,19.7,16.88,71,0.0,3.02
2040-07-07,Mossman Mill,-16.458395872325614,145.37872247775334,23.0,19.2,16.78,79,0.4,2.97
2040-07-08,Mossman Mill,-16.458395872325614,145.37872247775334,23.7,18.7,16.08,84,0.0,2.99
2040-07-09,Mossman Mill,-16.458395872325614,145.37872247775334,24.5,17.9,17.45,73,0.0,3.28
2040-07-10,Mossman Mill,-16.458395872325614,145.37872247775334,23.0,18.0,19.21,65,0.0,3.41
2040-07-11,Mossman Mill,-16.458395872325614,145.37872247775334,22.0,16.9,16.07,71,0.0,2.79
2040-07-12,Mossman Mill,-16.458395872325614,145.37872247775334,22.8,20.3,12.64,81,0.35,2.2
2040-07-13,Mossman Mill,-16.458395872325614,145.37872247775334,22.4,20.7,9.3,88,1.67,1.6
2040-07-14,Mossman Mill,-16.458395872325614,145.37872247775334,22.5,20.4,9.5,93,2.88,1.77
2040-07-15,Mossman Mill,-16.458395872325614,145.37872247775334,22.1,17.0,10.76,93,0.46,2.08
2040-07-16,Mossman Mill,-16.458395872325614,145.37872247775334,24.1,19.4,17.61,84,0.0,3.68
2040-07-17,Mossman Mill,-16.458395872325614,145.37872247775334,24.0,18.6,16.53,85,0.52,3.37
2040-07-18,Mossman Mill,-16.458395872325614,145.37872247775334,23.3,20.1,13.2,88,1.67,2.76
2040-07-19,Mossman Mill,-16.458395872325614,145.37872247775334,21.6,20.6,5.08,97,2.25,1.04
2040-07-20,Mossman Mill,-16.458395872325614,145.37872247775334,24.0,19.0,11.92,81,0.12,2.25
2040-07-21,Mossman Mill,-16.458395872325614,145.37872247775334,23.8,15.2,19.44,74,0.0,3.56
2040-07-22,Mossman Mill,-16.458395872325614,145.37872247775334,23.7,14.3,20.12,74,0.0,3.87
2040-07-23,Mossman Mill,-16.458395872325614,145.37872247775334,24.2,15.5,20.31,75,0.0,4.09
2040-07-24,Mossman Mill,-16.458395872325614,145.37872247775334,23.7,16.0,19.23,81,0.0,3.6
2040-07-25,Mossman Mill,-16.458395872325614,145.37872247775334,23.5,19.9,13.17,89,0.98,2.63
2040-07-26,Mossman Mill,-16.458395872325614,145.37872247775334,22.1,19.9,10.44,98,2.82,2.13
2040-07-27,Mossman Mill,-16.458395872325614,145.37872247775334,23.3,19.2,14.82,95,0.86,3.28
2040-07-28,Mossman Mill,-16.458395872325614,145.37872247775334,26.0,19.8,19.3,91,0.23,4.3
2040-07-29,Mossman Mill,-16.458395872325614,145.37872247775334,25.3,19.8,17.45,90,0.17,3.7
2040-07-30,Mossman Mill,-16.458395872325614,145.37872247775334,23.8,17.1,20.37,65,0.0,3.66
2040-07-31,Mossman Mill,-16.458395872325614,145.37872247775334,22.0,17.7,18.12,67,0.0,3.11
2040-08-01,Mossman Mill,-16.458395872325614,145.37872247775334,21.5,19.1,15.78,74,0.11,2.82
2040-08-02,Mossman Mill,-16.458395872325614,145.37872247775334,23.0,20.1,9.54,92,2.18,1.87
2040-08-03,Mossman Mill,-16.458395872325614,145.37872247775334,23.2,21.8,6.72,99,2.3,1.48
2040-08-04,Mossman Mill,-16.458395872325614,145.37872247775334,25.5,20.4,11.09,95,0.23,2.48
2040-08-05,Mossman Mill,-16.458395872325614,145.37872247775334,25.8,20.4,13.91,75,0.11,2.88
2040-08-06,Mossman Mill,-16.458395872325614,145.37872247775334,24.2,21.3,15.85,58,0.11,2.88
2040-08-07,Mossman Mill,-16.458395872325614,145.37872247775334,22.4,20.8,13.61,73,0.0,2.24
2040-08-08,Mossman Mill,-16.458395872325614,145.37872247775334,23.4,21.0,13.32,85,0.97,2.07
2040-08-09,Mossman Mill,-16.458395872325614,145.37872247775334,23.1,21.1,14.58,84,0.8,2.38
2040-08-10,Mossman Mill,-16.458395872325614,145.37872247775334,23.6,20.7,16.33,85,0.34,2.98
2040-08-11,Mossman Mill,-16.458395872325614,145.37872247775334,24.0,20.6,16.61,86,0.46,3.08
2040-08-12,Mossman Mill,-16.458395872325614,145.37872247775334,23.8,18.7,16.32,87,0.17,3.08
2040-08-13,Mossman Mill,-16.458395872325614,145.37872247775334,24.5,17.6,17.96,88,0.11,3.45
2040-08-14,Mossman Mill,-16.458395872325614,145.37872247775334,25.5,17.8,20.78,82,0.0,3.99
2040-08-15,Mossman Mill,-16.458395872325614,145.37872247775334,24.9,21.1,18.44,84,0.17,3.33
2040-08-16,Mossman Mill,-16.458395872325614,145.37872247775334,24.4,21.5,10.48,94,2.17,1.92
2040-08-17,Mossman Mill,-16.458395872325614,145.37872247775334,23.0,20.4,10.28,96,1.32,2.0
2040-08-18,Mossman Mill,-16.458395872325614,145.37872247775334,26.1,19.8,19.79,85,0.17,4.16
2040-08-19,Mossman Mill,-16.458395872325614,145.37872247775334,23.1,17.3,22.11,56,0.0,3.67
2040-08-20,Mossman Mill,-16.458395872325614,145.37872247775334,21.0,18.6,15.8,74,0.23,2.58
2040-08-21,Mossman Mill,-16.458395872325614,145.37872247775334,22.4,19.2,15.12,76,0.06,2.68
2040-08-22,Mossman Mill,-16.458395872325614,145.37872247775334,23.8,18.4,19.29,75,0.0,3.48
2040-08-23,Mossman Mill,-16.458395872325614,145.37872247775334,24.1,16.1,21.41,74,0.0,3.79
2040-08-24,Mossman Mill,-16.458395872325614,145.37872247775334,24.0,18.4,20.92,77,0.0,3.64
2040-08-25,Mossman Mill,-16.458395872325614,145.37872247775334,23.0,20.3,18.4,76,0.8,2.98
2040-08-26,Mossman Mill,-16.458395872325614,145.37872247775334,23.2,21.3,16.07,78,0.29,2.65
2040-08-27,Mossman Mill,-16.458395872325614,145.37872247775334,23.6,21.1,17.52,78,0.51,3.01
2040-08-28,Mossman Mill,-16.458395872325614,145.37872247775334,23.6,21.1,14.52,80,1.2,2.56
2040-08-29,Mossman Mill,-16.458395872325614,145.37872247775334,24.2,21.1,16.93,80,0.74,3.21
2040-08-30,Mossman Mill,-16.458395872325614,145.37872247775334,24.6,20.6,15.0,86,0.74,2.97
2040-08-31,Mossman Mill,-16.458395872325614,145.37872247775334,24.7,21.2,16.44,89,0.51,3.24
2040-09-01,Mossman Mill,-16.458395872325614,145.37872247775334,26.2,20.0,21.28,85,0.0,4.14
2040-09-02,Mossman Mill,-16.458395872325614,145.37872247775334,27.5,19.8,22.92,78,0.0,4.45
2040-09-03,Mossman Mill,-16.458395872325614,145.37872247775334,26.6,21.5,19.82,87,2.35,3.4
2040-09-04,Mossman Mill,-16.458395872325614,145.37872247775334,22.7,21.1,12.09,94,3.69,1.92
2040-09-05,Mossman Mill,-16.458395872325614,145.37872247775334,22.7,21.1,11.31,88,0.72,1.89
2040-09-06,Mossman Mill,-16.458395872325614,145.37872247775334,23.9,21.2,15.56,86,1.04,2.56
2040-09-07,Mossman Mill,-16.458395872325614,145.37872247775334,22.7,21.1,13.63,90,0.8,2.25
2040-09-08,Mossman Mill,-16.458395872325614,145.37872247775334,24.4,21.6,14.3,87,0.5,2.51
2040-09-09,Mossman Mill,-16.458395872325614,145.37872247775334,24.2,21.1,15.17,88,0.51,2.77
2040-09-10,Mossman Mill,-16.458395872325614,145.37872247775334,25.6,20.5,18.46,90,0.26,3.59
2040-09-11,Mossman Mill,-16.458395872325614,145.37872247775334,27.4,19.8,23.77,77,0.0,4.49
2040-09-12,Mossman Mill,-16.458395872325614,145.37872247775334,26.7,21.1,22.7,76,0.13,4.22
2040-09-13,Mossman Mill,-16.458395872325614,145.37872247775334,25.8,22.5,15.36,83,1.86,2.62
